,Predicted_Type,WindowFloatGlassTypeProbability,WindowNon-floatGlassTypeProbability,VehicleWindowGlassTypeProbability,ContainersTypeProbability,TablewareTypeProbability,VehicleHeadlampsTypeProbability
1,WinNF,0.339179629147455,0.350876478539621,0.0526314344197641,0.0467841236572784,0.0526314415358426,0.157896892700039
2,WinNF,0.339179574065238,0.350876577704619,0.0526314476704312,0.0467841476567611,0.052631454592492,0.157896798310458
3,WinNF,0.339179474927468,0.350876691196501,0.0526314526979649,0.0467841866387969,0.0526314750284611,0.157896719510808
4,WinNF,0.339179580106664,0.350876570788457,0.0526314473640545,0.0467841452812082,0.0526314533471301,0.157896803112485
5,WinNF,0.339179571266103,0.350876580909041,0.0526314478123827,0.046784148757411,0.0526314551694976,0.157896796085565
6,WinNF,0.339179424040196,0.350876749451703,0.0526314552785873,0.0467842066482256,0.0526314855182126,0.157896679063076
7,WinNF,0.339179581848758,0.350876568794126,0.0526314472757083,0.0467841445961984,0.05263145298802,0.157896804497189
8,WinNF,0.339179587942727,0.350876561817813,0.052631446966667,0.046784142199985,0.0526314517318269,0.157896809340981
9,WinNF,0.339179627464798,0.350876516573347,0.0526314449623975,0.0467841266594881,0.0526314435848618,0.157896840755107
10,WinNF,0.33917958022742,0.350876570650218,0.0526314473579307,0.0467841452337259,0.0526314533222379,0.157896803208468
11,WinNF,0.33917942814536,0.350876744752156,0.0526314550704042,0.0467842050340303,0.0526314846719863,0.157896682326064
12,WinNF,0.339179591381191,0.350876557881494,0.0526314467922934,0.0467841408479444,0.0526314510230319,0.157896812074045
13,WinNF,0.339179463743051,0.350876704000302,0.0526314532651552,0.0467841910366308,0.0526314773339838,0.157896710620877
14,WinNF,0.339179574374747,0.350876577350297,0.0526314476547351,0.0467841475350588,0.0526314545286907,0.157896798556471
15,WinNF,0.339179587150086,0.35087656272522,0.0526314470068639,0.0467841425116598,0.0526314518952196,0.15789680871095
16,WinNF,0.339179588544483,0.350876561128929,0.0526314469361504,0.0467841419633681,0.0526314516077827,0.157896809819287
17,WinNF,0.339179602510026,0.350876545141318,0.0526314462279206,0.0467841364719684,0.0526314487289662,0.157896820919801
18,WinNF,0.33917961398872,0.350876476856935,0.0526314296752965,0.0467841283838771,0.0526314437632216,0.15789690733195
19,WinNF,0.339179631428795,0.350876512035403,0.0526314447613725,0.0467841251008028,0.0526314427677349,0.157896843905891
20,WinNF,0.339179570751125,0.350876581498583,0.0526314478384986,0.0467841489599058,0.0526314552756537,0.157896795676234
21,WinNF,0.339179573572536,0.35087657826866,0.0526314476954174,0.0467841478504969,0.0526314546940563,0.157896797918833
22,WinNF,0.339179657900124,0.35087648173129,0.05263144341894,0.0467841146919975,0.0526314373110115,0.157896864946636
23,WinNF,0.339179589400981,0.350876560148419,0.0526314468927151,0.0467841416265842,0.0526314514312268,0.157896810500074
24,WinNF,0.339179591662388,0.350876557559584,0.0526314467780332,0.0467841407373749,0.0526314509650669,0.157896812297554
25,WinNF,0.339179589601883,0.350876559918428,0.0526314468825268,0.0467841415475871,0.0526314513898133,0.157896810659762
26,WinNF,0.339179599560226,0.350876548518219,0.0526314463775128,0.0467841376318611,0.0526314493370294,0.157896818575152
27,WinNF,0.339179602464725,0.350876545193178,0.052631446230218,0.0467841364897814,0.0526314487383045,0.157896820883793
28,WinNF,0.339179578015059,0.350876573182906,0.0526314474701254,0.0467841461036496,0.0526314537782875,0.157896801449973
29,WinNF,0.339179588616124,0.350876561046915,0.0526314469325173,0.0467841419351982,0.0526314515930149,0.157896809876231
30,WinNF,0.339179603222117,0.350876544326123,0.0526314461918086,0.0467841361919667,0.0526314485821778,0.157896821485807
31,WinNF,0.339179593295467,0.350876555690051,0.0526314466952154,0.0467841400952308,0.0526314506284287,0.157896813595607
32,WinNF,0.339179595149304,0.350876553567798,0.0526314466012024,0.0467841393662825,0.0526314502462842,0.15789681506913
33,WinNF,0.339179597165916,0.3508765512592,0.0526314464989347,0.0467841385733292,0.0526314498305856,0.157896816672034
34,WinNF,0.339179587075867,0.350876562810186,0.0526314470106278,0.0467841425408437,0.052631451910519,0.157896808651957
35,WinNF,0.339179603760336,0.350876543709976,0.0526314461645141,0.0467841359803335,0.0526314484712311,0.15789682191361
36,WinNF,0.339179539275014,0.350876617532109,0.0526314494347347,0.0467841613366489,0.0526314617640473,0.157896770657447
37,WinNF,0.339179657900124,0.35087648173129,0.05263144341894,0.0467841146919975,0.0526314373110115,0.157896864946636
38,WinNF,0.339179607825478,0.350876539056242,0.0526314459583599,0.0467841343818765,0.0526314476332544,0.157896825144789
39,WinNF,0.339179625757146,0.350876478163282,0.0526314333586456,0.0467841247144003,0.0526314420340045,0.157896895972522
40,WinNF,0.339179625757146,0.350876478163282,0.0526314333586456,0.0467841247144003,0.0526314420340045,0.157896895972522
41,WinNF,0.339179613391856,0.350876532683909,0.052631445676074,0.0467841321931177,0.0526314464858174,0.157896829569226
42,WinNF,0.339179600177277,0.350876547811825,0.0526314463462205,0.0467841373892302,0.0526314492098324,0.157896819065615
43,WinNF,0.339179609064427,0.350876537637906,0.0526314458955295,0.0467841338947085,0.052631447377861,0.157896826129568
44,WinNF,0.3391796226453,0.350876477817853,0.0526314323846823,0.0467841256846954,0.0526314424912498,0.157896898976219
45,WinNF,0.339179601623713,0.35087654615596,0.0526314462728679,0.0467841368204761,0.0526314489116682,0.157896820215315
46,WinNF,0.339179657900124,0.35087648173129,0.05263144341894,0.0467841146919975,0.0526314373110115,0.157896864946636
47,WinNF,0.339179627660222,0.350876516349628,0.052631444952487,0.0467841265826454,0.0526314435445777,0.15789684091044
48,WinNF,0.339179435177472,0.350876457008027,0.0526313737099582,0.0467841841384801,0.0526314700372001,0.157897079928862
49,WinNF,0.3391796249795,0.35087647807696,0.0526314331152538,0.0467841249568755,0.0526314421482694,0.157896896723141
50,WinNF,0.339179657900124,0.35087648173129,0.05263144341894,0.0467841146919975,0.0526314373110115,0.157896864946636
51,WinNF,0.339179614854947,0.35087647695309,0.0526314299464133,0.0467841281137814,0.0526314436359408,0.157896906495827
52,WinNF,0.339179657900124,0.35087648173129,0.05263144341894,0.0467841146919975,0.0526314373110115,0.157896864946636
53,WinNF,0.339179657900124,0.35087648173129,0.05263144341894,0.0467841146919975,0.0526314373110115,0.157896864946636
54,WinNF,0.339179657900124,0.35087648173129,0.05263144341894,0.0467841146919975,0.0526314373110115,0.157896864946636
55,WinNF,0.339179628960762,0.350876514860782,0.0526314448865331,0.0467841260712593,0.0526314432764881,0.157896841944175
56,WinNF,0.33917962204377,0.350876522779285,0.0526314452373123,0.0467841287910936,0.0526314447023369,0.157896836446202
57,WinNF,0.339178899326839,0.350877350137324,0.0526314818880042,0.0467844129714921,0.0526315936810075,0.157896261995334
58,WinNF,0.339179606934614,0.350876540076095,0.052631446003538,0.0467841347321737,0.0526314478168946,0.157896824436685
59,WinNF,0.339179575867627,0.350876575641264,0.0526314475790273,0.0467841469480429,0.052631454220953,0.157896799743086
60,WinNF,0.339179582331818,0.350876568241124,0.0526314472512111,0.046784144406254,0.0526314528884434,0.15789680488115
