,Predicted_AverageOzoneReading
5,9.06127206637211
6,9.06127206656751
7,1.1175775845762
8,9.73712284080476
9,1.11757757971515
12,9.73712282642569
13,9.73712283672742
14,5.74790184432237
15,11.8598321928103
16,5.74790184459534
19,9.7371228296876
21,5.74790184428023
22,5.74790184415402
23,12.4327922239513
27,9.73712284181035
29,9.06192331432071
30,9.73712284396697
33,11.8596639715146
34,12.4327922258095
35,5.74790184358947
36,5.74784741784209
37,9.06127204492656
40,5.74790184322686
41,5.7479018435504
43,5.74790184403781
44,12.4327922206989
48,11.7295692016832
49,9.73721001834732
51,5.7478431888955
54,5.74790184404538
55,5.74790184389856
56,10.0532228137919
57,15.0049324857616
58,11.8596639714246
61,-5.54106555722329
62,2.87488630445139
63,-5.56731279648385
65,5.74790184328662
68,5.76333337836093
69,5.74790184318456
70,5.74790184333567
71,1.95677038840551
72,9.7371455379022
75,9.73712283776578
76,9.73740985046527
77,20.99161578174
78,13.0503619474659
79,9.73712283779224
82,9.75816277921099
83,9.74062022431082
85,9.06127206441665
86,5.74790184403478
89,9.07547371174122
90,5.74790184412453
91,21.0523374738884
92,9.06127206055954
93,11.8596639699226
96,5.7478962752437
97,5.74790184366531
98,12.4327922178467
99,5.74790184346609
100,5.74790184369965
103,5.74790184345818
104,5.7479018427342
105,1.44700695286446
106,5.74771722652767
110,9.73712283836907
111,21.0521682419397
112,16.8607413370842
113,12.4327922257342
114,12.4327922267791
117,11.8596639689886
118,5.74790184370844
119,5.74790184384623
120,18.9908742627653
121,21.0285802398786
125,20.8100617759164
127,5.74778904342819
128,9.06127206245326
131,20.3764867018756
132,23.1748786140153
133,21.0523374807858
134,23.1748786144187
135,20.3764867046232
146,12.4327922280789
149,12.4327922265274
154,17.0531353088943
155,12.432792225089
156,12.4327922257316
159,9.01005541304474
160,12.4327226429496
161,5.74790184368388
162,5.7479018435069
163,5.7479018440064
166,23.1748695140447
167,23.1748786140088
168,20.3764867059419
169,11.9456269709215
170,20.3764867052328
173,23.1748786142395
174,9.73773448298335
175,14.9166420187131
176,18.0025658187229
188,23.1748786174867
191,20.3764867069115
194,12.4327922220907
195,12.4327922266016
196,12.432792224504
198,12.4327826433484
201,20.3764867080282
202,21.0523374743639
203,28.9704983035225
205,20.3764867061889
208,23.1748786149991
209,20.3764867053402
210,23.1748786169781
215,12.4327922281913
216,12.4327922260059
222,20.3764867051393
224,23.1748786188194
225,23.1748786172513
229,5.7479018443559
230,12.4327922279405
231,5.74790184430367
233,20.3764867050563
237,23.1748786140707
238,21.0523374849729
239,23.1748786144304
240,23.1748786159199
243,21.0523374855473
244,23.1748786145141
245,20.3764867083263
246,23.1748786160983
247,9.73712284016358
251,23.1748786133312
252,21.0523374841706
257,20.3764867104081
258,12.4327922223392
259,5.74790184437374
261,12.4327922277891
265,12.4327922271347
266,12.4327922252575
268,12.4327922235268
271,9.73911545335324
272,12.432792224287
273,5.74790184379047
274,5.7479018437967
275,5.74790184388653
278,23.1748786135097
279,23.1748786133565
280,20.3764867046234
281,17.8798928991685
282,5.74790184460618
286,9.73712283781063
287,21.0523374806611
288,20.3764867063273
289,12.4327922253655
292,5.74790184414382
293,12.4327922209254
294,1.1214848831209
295,12.4327922255381
296,5.74790184398873
301,5.74790184430213
302,5.74790184438661
303,8.17131492624484
308,9.73712284256895
310,5.74790184459727
314,14.0951590831553
315,11.6741578418302
316,5.74790184412356
317,-5.5673127953852
320,5.74790184439922
321,5.74790184455192
322,5.74790184466849
323,12.4327922207836
324,9.73712283666148
327,20.3622695850131
328,9.73712283664799
329,11.8596719041719
331,5.74790184419698
334,1.11757758260981
335,1.11757758159877
336,5.74790184442313
337,12.4327922276114
338,9.73712283817302
341,5.05642027504026
342,12.3652380419421
343,21.0523374826944
344,5.74790184393495
345,9.73712282743414
348,5.74790184420577
349,5.74790184406205
350,9.73712284531032
351,5.74790184429813
352,5.74790184385724
355,5.74790184393278
356,5.74790184381935
357,5.74790184412551
358,9.73712283299177
362,9.73712282764077
363,5.74790184394468
364,12.4327922257993
365,5.7479018434018
