,Predicted_TipAmount
1,5.25449545829661
2,19.3028081407799
3,18.7636725184089
4,27.9001079216997
5,21.1782644926597
6,-21.3641699440992
7,-14.0332048390895
8,-30.7779273565197
9,1.59902326828967
10,0.539188606543904
11,-11.488072726177
12,-33.4124943179525
13,3.23139622872093
14,17.318465732306
15,-2.56938342427473
16,26.8509637083816
17,21.9907903833858
18,27.1389748974614
19,39.0603090353926
20,19.9875131360328
21,11.3403106062495
22,13.1256597512675
23,-7.28707135329844
24,-78.0539914274148
25,17.0169164844487
26,17.1643496715203
27,-7.62143811243929
28,-10.7545807177259
29,21.4246190769652
30,10.9024057962948
31,-21.8491120472377
32,14.8209559520324
33,-10.6848596741152
34,41.1697680706241
35,10.8819608029683
36,9.19428310115745
37,25.7701217564041
38,39.1871879160392
39,23.8365797566729
40,-24.4875457181795
41,25.7661777816354
42,13.0546496274476
43,-2.55298224485705
44,-12.5299685252501
45,-50.2335882621003
46,16.980895494408
47,27.5637262015991
48,-59.6960886388341
49,-15.8492205240686
50,15.8349162457998
51,-6.66653522700789
52,-15.3042355397417
53,-31.7448235176443
54,-12.0780545974349
55,-22.9730171138368
56,21.8042989605072
57,-65.4993332696724
58,24.1232347872298
59,-9.44333190096679
60,-86.0459741381125
61,20.3994382550271
62,0.992627476577328
63,-10.3386107433816
64,17.9753998861275
65,25.1435936410957
66,21.2954667514164
67,-3.84253129572333
68,-37.6801655126425
69,18.1077654806803
70,5.57150071958917
71,-13.6443109806634
72,39.2214272779583
73,23.9651511769329
74,23.7666689665506
75,-12.161225286532
76,-19.1499037025577
77,14.7108949937678
78,-3.1899026818526
79,26.3587633935148
80,9.19600806474721
81,21.5566854768138
82,6.02561435521776
83,-30.120739215397
84,25.3520350719758
85,2.53486306686293
86,-9.23398988836758
87,-11.289853694248
88,13.8266179299834
89,27.8214796548552
90,23.4552034052018
91,22.7808141679063
92,24.2989286331845
93,-33.9920717549711
94,-1.4655732797341
95,21.4483946696346
96,-81.2006191321463
97,26.0074134925614
98,-11.5537896993989
99,23.6550912472346
100,-16.3386143105641
101,-24.3214226834363
102,-6.21698216276527
103,-45.7388463244294
104,20.3229021674009
105,15.0836958488858
106,6.82953494045501
107,20.8181139690936
108,25.4480062878314
109,12.3651150366654
110,-7.62231023696974
111,-4.62873667642386
112,-30.5520121846081
113,-66.2468608430467
114,27.7897830886515
115,22.2592236542988
116,6.52304586782262
117,-47.813527680046
118,-28.5521661947894
119,-24.5795049546784
120,29.9456451580352
121,-16.4062075418419
122,-21.6174468353224
123,-5.92476245802133
124,2.38103789552416
125,-24.4434477146989
126,19.3088027401398
127,-25.0964760611614
128,-17.6778346496716
129,-27.1188109080887
130,24.0467881714343
131,17.1030092866131
132,10.3824534514741
133,-27.5574744711754
134,-25.0315080020702
135,-0.324215191142511
136,-31.4217686831399
137,-29.1025255433609
138,-19.0753106565236
139,10.0191204268622
140,-22.4502403893264
141,-4.41695252430139
142,-31.4289695118284
143,-59.3029073240823
144,29.4995184483137
145,-9.48048314220791
146,-31.5642089959022
147,37.5554466388774
148,-26.0077034691762
149,-22.2618880318387
150,-26.7834067540481
151,-2.10745041997594
152,-5.07499292472794
153,26.6677183246178
154,-16.9482972929628
155,10.5157757522226
156,-10.7920748339165
157,-41.5905796736955
158,18.7698133644259
159,-7.19956489998241
160,25.8370519387738
161,0.970880660316249
162,-6.35766740458197
163,37.954011739401
164,-2.98678126211885
165,14.3159551857971
166,4.84184766578586
167,25.3923547305783
168,-56.5937732705279
169,-23.0004312177945
170,-22.8664165388374
171,-82.3176645743018
172,8.38317160805747
173,-15.2609152250916
174,14.6441917226394
175,15.7278839878252
176,10.7176896369106
177,20.0495590449857
178,6.05580025714171
179,-17.3022847966126
180,3.55000053913981
181,-59.4977016512345
182,30.1794567403923
183,-79.7751661724801
184,-0.4462953166579
185,-24.2136560623758
186,-0.285137940421194
187,32.2476615648435
188,-51.5728131793366
189,34.2592538052353
190,16.2252791438076
191,10.9996277523116
192,15.4056737456748
193,30.0741656446299
194,7.94752743572196
195,12.2509915466897
196,-26.7114179363826
197,-14.8544827014204
198,-29.4751032677604
199,-18.4079015098254
200,-0.513547483007258
201,30.1252232098541
202,-19.5566780547136
203,-18.4079015098254
204,-1.12307640700801
205,26.270377710541
206,30.0276120641538
207,6.59583236963773
208,-67.956224287781
209,25.4560299562413
210,-14.5978110392919
211,-7.65486805722161
212,-12.2826858391246
213,-86.0425824250918
214,-12.3500950973097
215,12.5410186419379
216,-13.9878981525782
217,-39.6422426137605
218,-8.01112986734688
219,-22.0544648742024
220,-9.13276140402519
221,-10.4147564950055
222,-17.0065236987628
223,-35.3299558336831
224,34.4796961378197
225,-4.24428551343737
226,-3.28824080036301
227,-29.7334608019034
228,4.92822610594271
229,-8.04430739791895
230,19.7955154483705
231,-3.64371651247427
232,26.7196364836428
233,-15.2863573901386
234,-18.3104820265425
235,7.4251624570439
236,-20.4649871749013
237,-3.87356878617699
238,10.811286988993
239,-22.9953671261295
240,-13.2847708881858
241,23.8405925504051
242,24.3807084438165
243,11.0135686567287
244,0.865796621467317
