,Predicted_censored
1,0.182859959197826
2,0.173290644928527
3,0.720161631305988
4,0.20169454263025
5,0.564020365378609
6,0.899648009544203
7,0.0833899472875754
8,0.0854717089162281
9,0.900886777052275
10,0.184759528557011
11,0.744161317949474
12,0.810117141212289
13,0.221418526279304
14,0.207393788585161
15,0.15140488218364
16,0.363747944875462
17,0.427326887843398
18,0.168390756121067
19,0.0789874812602213
20,0.451511754569494
21,0.262572708497044
22,0.21291306534629
23,0.192325089716556
24,0.174388757447156
25,0.930074572968698
26,0.276478230363366
27,0.634471126013516
28,0.363512012909355
29,0.432091855408893
30,0.270444039394719
31,0.255169304694762
32,0.289032921518301
33,0.0389063754808423
34,0.252100998191442
35,0.391880046468913
36,0.392229307919415
37,0.715435141472072
38,0.310717594647309
39,0.481246385093709
40,0.35629361884161
41,0.541849210642005
42,0.790715559733252
43,0.728956622244297
44,0.444183778117927
45,0.521283093066459
46,0.0480863598603228
47,0.106813905899896
48,0.794317346738345
49,0.160192348183815
50,0.58559177816527
51,0.280625301278842
52,0.321455843790546
53,0.27077913169952
54,0.757039637200459
55,0.763155421722952
56,0.678136407176879
57,0.114172342903594
58,0.136856769800055
59,0.208931838000379
60,0.235382599722433
61,0.842172539699647
62,0.258937013859086
63,0.794375632916666
64,0.236922572250372
65,0.276059934173998
66,0.690863173065903
67,0.696262758147533
68,0.798795844086259
69,0.833921442892203
70,0.697439090939673
71,0.527168753674306
72,0.201804234431207
73,0.585213917564732
74,0.853334608129538
75,0.822918919082848
76,0.640825416302681
77,0.269347704940838
78,0.651764603893715
79,0.620751056299892
80,0.359171258078016
81,0.779333933872227
82,0.282558809337893
83,0.685599535425278
84,0.358297968971563
85,0.565207140742091
86,0.499514643081241
87,0.513846497278146
88,0.784305326973466
89,0.887843123809129
90,0.543767594210306
91,0.855636275889515
92,0.118341232321692
93,0.0395720502110161
94,0.0868369421710065
95,0.457360144501445
96,0.0722562303399609
97,0.848842624262085
98,0.624312723155758
99,0.35498148618167
100,0.0962318826985585
101,0.734940449793994
102,0.139103218460944
103,0.231157963973823
104,0.455139916899226
105,0.74159332937346
106,0.404635239016816
107,0.157690825311863
108,0.613384825956781
109,0.269529895030065
110,0.133791608877798
111,0.339412067289246
112,0.309638652643503
113,0.865586254369299
114,0.513192615365635
115,0.60314737782222
116,0.967891911233891
117,0.31492325341245
118,0.590224644291758
119,0.686774446445787
120,0.372993102564354
121,0.846575274828681
