,Predicted_AverageOzoneReading
1,-72.8273526204018
2,-69.7061683531738
3,-117.351522426831
4,253.949899729415
5,6.81194513259423
6,131.418285594711
7,55.5891671056557
8,-136.060461410659
9,247.906358576567
10,257.219028810866
11,-31.7419320172741
12,-129.884957041407
13,-153.84191701661
14,-34.6467856819085
15,107.18984207176
16,145.37398760593
17,154.740888593215
18,18.6818965233563
19,-47.6125855722483
20,179.881309095909
21,215.57677871991
22,53.4983332807483
23,113.281988153013
24,83.3868908159766
25,-60.8623289153358
26,1.08240239809168
27,-63.7734076252251
28,-50.7605069332564
29,-166.087370237865
30,-119.499599339367
31,100.523362883167
32,-83.1265924411664
33,123.619019353948
34,87.3839353401952
35,57.853717204404
36,178.260313566982
37,184.209153809049
38,-28.8961384981936
39,120.392853410003
40,229.638052687147
41,255.231333767491
42,147.721401552886
43,120.729424207476
44,-92.9720978894917
45,28.8436041366274
46,-26.7830187741435
47,-149.131453804874
48,-17.1689929903334
49,91.614947707208
50,-159.307842487787
51,-116.095720735597
52,-130.963486617429
53,-107.486419792635
54,-75.0974625950811
55,86.6498911071762
56,-37.1621659941897
57,-194.927621373206
58,243.011652725995
59,154.276746931481
60,-84.4823632923869
61,237.649896518747
62,131.447557279632
63,252.67227438726
64,192.262979964751
65,69.7475144797902
66,149.499207252771
67,-8.66355936829234
68,-5.4319263175334
69,23.9103668638106
70,-23.0848343608977
71,-21.7572862210927
72,-104.024499530722
73,177.665688608616
74,234.178158104644
75,-94.1511553550601
76,-105.170696621398
77,-174.930796528106
78,117.580791609585
79,-130.178436230903
80,149.577812366492
81,105.523654820977
82,-168.772952829205
83,27.184690153877
84,62.4676285088586
85,-145.240697922031
86,-82.3819914976697
87,120.726797424106
88,-47.9317077447582
89,-134.33886200995
90,-227.482870737873
91,-153.361814746577
92,139.228201064255
93,60.5156435939447
94,39.3103017965413
95,-170.726547060982
96,-69.5715262166644
97,40.0009222367902
98,119.046774046679
99,7.74867788042131
100,67.5747030187931
101,-3.51079896649999
102,-87.8662272402981
103,-157.238414488561
104,63.0910825822222
105,0.867198727365983
106,32.2019592770973
107,100.42775334626
108,189.029170924461
109,109.153197082486
110,149.235809212402
111,48.3103908651294
112,120.68380171347
113,-9.13109832718731
114,-54.3521607787527
115,121.706856898222
116,156.619852877743
117,-53.6079326488497
118,-80.96147639236
119,115.516941744315
120,7.07944539919687
121,125.48468753374
122,-131.709814892322
123,-142.112268657508
124,-54.3002911850165
125,123.882734206726
126,105.151450536029
127,-1.35322052136148
128,93.8463802168948
129,17.9269175651041
130,-220.991978215553
131,40.2447464663013
132,-8.92741133550615
133,111.255104904863
134,-15.4075823446062
135,44.8866345725107
136,-147.047491151668
137,56.0252304479838
138,101.904306762879
139,-83.1277908688391
140,-34.8395671535763
141,127.368502324551
142,144.569363631327
143,65.535961141205
144,56.8814657347112
145,-44.6609299185744
146,-80.070026363493
147,-21.3505723345399
148,62.4440975756082
149,-110.671145166588
150,-101.497240275618
151,-102.719989618099
152,-182.587508172702
153,49.7167463267875
154,11.3440688298821
155,-26.5775461470375
156,22.7239476578107
157,74.6762547853323
158,-47.8644290917145
159,68.330799819597
160,-23.5841116329225
161,-75.6200545892977
162,78.1134385861736
163,-155.873866214422
164,-120.762980165013
165,-38.9563587331986
166,-54.0036590649812
167,-24.8566500587728
168,-31.7865851649186
169,-59.6116200374517
170,118.854951092713
171,167.218206184788
172,-49.621021656561
173,265.581660399305
174,270.930486891359
175,130.515937097991
176,-85.9545834982649
177,-63.7801620543054
178,-20.1392449433394
179,-35.5518134405415
180,94.1862449173193
181,-44.1872983550832
182,248.724843542618
183,3.81194413150349
184,207.037110681905
185,275.34283856083
186,-41.1934521633835
187,145.336452823586
188,326.467307574634
189,-27.2428367961875
190,213.167814739758
191,-43.605324481307
192,-36.8924531995141
193,311.819996844769
194,-3.79940543238716
195,-161.244413510184
196,-56.2228936146724
197,-157.152993089819
198,-187.406090641971
199,-27.1417997935981
200,215.949240631944
201,-136.491257031665
202,30.7107603620188
203,208.164003514833
