CompanyName,Date,Open,High,Low,Close,Volume,
AAPL,5/29/2018,46.900002,47.1875,46.717499,46.974998,90056400,
AAPL,5/30/2018,46.93,47,46.695,46.875,74762000,
AAPL,5/31/2018,46.805,47.057499,46.535,46.717499,109931200,
AAPL,6/1/2018,46.997501,47.564999,46.9375,47.560001,93770000,
AAPL,6/4/2018,47.91,48.355,47.837502,47.9575,105064800,
AAPL,6/5/2018,48.267502,48.485001,48.09,48.327499,86264000,
AAPL,6/6/2018,48.407501,48.52,47.98,48.494999,83734400, 
AAPL,6/7/2018,48.535,48.549999,48.084999,48.365002,85388800,
AAPL,6/8/2018,47.7925,48,47.442501,47.924999,106627200,
AAPL,6/11/2018,47.837502,47.9925,47.552502,47.807499,73234000,
AAPL,6/12/2018,47.8475,48.1525,47.787498,48.07,67644400,
AAPL,6/13/2018,48.105,48.220001,47.610001,47.674999,86553600,
AAPL,6/14/2018,47.887501,47.892502,47.555,47.700001,86440400,
AAPL,6/15/2018,47.5075,47.540001,47.064999,47.209999,246876800,
AAPL,6/18/2018,46.970001,47.305,46.799999,47.185001,73939600,
AAPL,6/19/2018,46.285,46.5825,45.862499,46.422501,134314000,
AAPL,6/20/2018,46.587502,46.799999,46.432499,46.625,82514800,
AAPL,6/21/2018,46.8125,47.087502,46.235001,46.365002,102847600,
AAPL,6/22/2018,46.529999,46.537498,46.174999,46.23,108801600,
AAPL,6/25/2018,45.849998,46.23,45.182499,45.5425,126652400,
AAPL,6/26/2018,45.747501,46.6325,45.634998,46.107498,98276800,
AAPL,6/27/2018,46.307499,46.82,46.0075,46.040001,101141200,
AAPL,6/28/2018,46.025002,46.552502,45.950001,46.375,69460800,
AAPL,6/29/2018,46.572498,46.797501,45.727501,46.2775,90950800,
AAPL,7/2/2018,45.955002,46.825001,45.855,46.794998,70925200,
AAPL,7/3/2018,46.947498,46.987499,45.884998,45.98,55819200,
AAPL,7/5/2018,46.314999,46.602501,46.07,46.349998,66416800,
AAPL,7/6/2018,46.355,47.107498,46.299999,46.9925,69940800,
AAPL,7/9/2018,47.375,47.669998,47.325001,47.645,79026400,
AAPL,7/10/2018,47.677502,47.82,47.544998,47.587502,63756400,
AAPL,7/11/2018,47.125,47.445,46.9025,46.970001,75326000,
AAPL,7/12/2018,47.3825,47.852501,47.327499,47.7575,72164400,
AAPL,7/13/2018,47.77,47.959999,47.724998,47.8325,50055600,
AAPL,7/16/2018,47.880001,48.162498,47.605,47.727501,60172400,
AAPL,7/17/2018,47.4375,47.967499,47.299999,47.862499,62138000,
AAPL,7/18/2018,47.945,47.950001,47.482498,47.599998,65573600,
AAPL,7/19/2018,47.422501,48.137501,47.422501,47.970001,81147200,
AAPL,7/20/2018,47.945,48.107498,47.5425,47.860001,82704800,
AAPL,7/23/2018,47.669998,47.990002,47.389999,47.9025,63957600,
AAPL,7/24/2018,48.112499,48.415001,48.012501,48.25,74791600,
AAPL,7/25/2018,48.264999,48.712502,48.107498,48.705002,66839600,
AAPL,7/26/2018,48.6525,48.990002,48.4025,48.552502,76304000,
AAPL,7/27/2018,48.747501,48.797501,47.525002,47.744999,96096000,
AAPL,7/30/2018,47.974998,48.049999,47.267502,47.477501,84118000,
AAPL,7/31/2018,47.575001,48.035,47.334999,47.572498,157492000,
AAPL,8/1/2018,49.782501,50.439999,49.327499,50.375,271742800,
AAPL,8/2/2018,50.145,52.095001,50.087502,51.8475,249616000,
AAPL,8/3/2018,51.7575,52.185001,51.369999,51.997501,133789600,
AAPL,8/6/2018,52,52.3125,51.767502,52.267502,101701600,
AAPL,8/7/2018,52.330002,52.375,51.689999,51.7775,102349600,
AAPL,8/8/2018,51.512501,51.952499,51.130001,51.8125,90102000,
AAPL,8/9/2018,52.3825,52.445,51.799999,52.220001,93970400,
AAPL,8/10/2018,51.84,52.275002,51.6675,51.8825,98444800,
AAPL,8/13/2018,52.327499,52.737499,51.924999,52.217499,103563600,
AAPL,8/14/2018,52.540001,52.639999,52.064999,52.4375,82992000,
AAPL,8/15/2018,52.305,52.685001,52.0825,52.560001,115230400,
AAPL,8/16/2018,52.9375,53.452499,52.8675,53.330002,114001600,
AAPL,8/17/2018,53.360001,54.487499,53.290001,54.395,141708000,
AAPL,8/20/2018,54.525002,54.794998,53.7775,53.865002,121150800,
AAPL,8/21/2018,54.200001,54.297501,53.5075,53.759998,104639200,
AAPL,8/22/2018,53.525002,54.09,53.459999,53.762501,76072400,
AAPL,8/23/2018,53.662498,54.262501,53.650002,53.872501,75532800,
AAPL,8/24/2018,54.150002,54.224998,53.7775,54.040001,73905600,
AAPL,8/27/2018,54.287498,54.685001,54.0825,54.485001,82100400,
AAPL,8/28/2018,54.752499,55.134998,54.73,54.924999,91107200,
AAPL,8/29/2018,55.037498,55.872501,54.852501,55.744999,109019200,
AAPL,8/30/2018,55.8125,57.064999,55.599998,56.2575,195175200,
AAPL,8/31/2018,56.627499,57.217499,56.5,56.907501,173360400,
AAPL,9/4/2018,57.102501,57.294998,56.657501,57.09,109560400,
AAPL,9/5/2018,57.247501,57.4175,56.275002,56.717499,133332000,
AAPL,9/6/2018,56.557499,56.837502,55.325001,55.775002,137160000,
AAPL,9/7/2018,55.462502,56.342499,55.177502,55.325001,150479200,
AAPL,9/10/2018,55.237499,55.462502,54.1175,54.5825,158066000,
AAPL,9/11/2018,54.502499,56.075001,54.139999,55.962502,142996000,
AAPL,9/12/2018,56.235001,56.25,54.959999,55.267502,197114800,
AAPL,9/13/2018,55.880001,57.087502,55.642502,56.602501,166825600,
AAPL,9/14/2018,56.4375,56.709999,55.630001,55.959999,127997200,
AAPL,9/17/2018,55.537498,55.737499,54.317501,54.470001,148780400,
AAPL,9/18/2018,54.447498,55.462502,54.279999,54.560001,126286800,
AAPL,9/19/2018,54.625,54.904999,53.825001,54.592499,108495200,
AAPL,9/20/2018,55.060001,55.57,54.787498,55.0075,106435200,
AAPL,9/21/2018,55.195,55.34,54.322498,54.415001,384986800,
AAPL,9/24/2018,54.205002,55.314999,54.157501,55.197498,110773600,
AAPL,9/25/2018,54.9375,55.705002,54.924999,55.547501,98217600,
AAPL,9/26/2018,55.25,55.9375,54.939999,55.105,95938800,
AAPL,9/27/2018,55.955002,56.610001,55.884998,56.237499,120724800,
AAPL,9/28/2018,56.197498,56.459999,56.005001,56.435001,91717600,
AAPL,10/1/2018,56.987499,57.355,56.587502,56.814999,94403200,
AAPL,10/2/2018,56.8125,57.5,56.657501,57.32,99152800,
AAPL,10/3/2018,57.512501,58.3675,57.445,58.017502,114619200,
AAPL,10/4/2018,57.695,58.087502,56.682499,56.997501,128168000,
AAPL,10/5/2018,56.990002,57.102501,55.145,56.072498,134322000,
AAPL,10/8/2018,55.552502,56.200001,55.049999,55.942501,118655600,
AAPL,10/9/2018,55.91,56.817501,55.5625,56.717499,107564000,
AAPL,10/10/2018,56.365002,56.587502,54.012501,54.09,167962400,
AAPL,10/11/2018,53.630001,54.875,53.080002,53.612499,212497600,
AAPL,10/12/2018,55.105,55.720001,54.209999,55.5275,161351600,
AAPL,10/15/2018,55.290001,55.4575,54.317501,54.34,123164000,
AAPL,10/16/2018,54.732498,55.747501,54.189999,55.537498,116736000,
AAPL,10/17/2018,55.575001,55.66,54.834999,55.297501,91541600,
AAPL,10/18/2018,54.465,54.935001,53.25,54.005001,130325200,
AAPL,10/19/2018,54.514999,55.314999,54.357498,54.827499,132314800,
AAPL,10/22/2018,54.947498,55.84,54.735001,55.162498,115168400,
AAPL,10/23/2018,53.9575,55.8125,53.674999,55.682499,155071200,
AAPL,10/24/2018,55.650002,56.057499,53.634998,53.772499,163702000,
AAPL,10/25/2018,54.427502,55.345001,54.1875,54.950001,119423200,
AAPL,10/26/2018,53.974998,55.047501,53.1675,54.075001,189033600,
AAPL,10/29/2018,54.797501,54.922501,51.522499,53.060001,183742000,
AAPL,10/30/2018,52.787498,53.794998,52.317501,53.325001,146640000,
