,Predicted_Adjusted,AuditLowriskProbability,AuditHighriskProbability
1,-1.59063730046617,0.830705747884262,0.169294252115738
2,-1.59063730046617,0.830705747884262,0.169294252115738
3,-1.59063730046617,0.830705747884262,0.169294252115738
4,-1.24591789116669,0.776592428786009,0.223407571213991
5,-1.24591789116669,0.776592428786009,0.223407571213991
6,-1.59063730046617,0.830705747884262,0.169294252115738
7,-1.24591789116669,0.776592428786009,0.223407571213991
8,-1.59063730046617,0.830705747884262,0.169294252115738
9,-1.59063730046617,0.830705747884262,0.169294252115738
10,-1.59063730046617,0.830705747884262,0.169294252115738
11,-1.59063730046617,0.830705747884262,0.169294252115738
12,-1.59063730046617,0.830705747884262,0.169294252115738
13,-1.59063730046617,0.830705747884262,0.169294252115738
14,-1.59063730046617,0.830705747884262,0.169294252115738
15,-1.24591789116669,0.776592428786009,0.223407571213991
16,-1.59063730046617,0.830705747884262,0.169294252115738
17,-1.59063730046617,0.830705747884262,0.169294252115738
18,-1.59063730046617,0.830705747884262,0.169294252115738
19,-1.59063730046617,0.830705747884262,0.169294252115738
20,-1.59063730046617,0.830705747884262,0.169294252115738
21,-1.59063730046617,0.830705747884262,0.169294252115738
22,-1.59063730046617,0.830705747884262,0.169294252115738
23,-1.59063730046617,0.830705747884262,0.169294252115738
24,-1.59063730046617,0.830705747884262,0.169294252115738
25,-1.59063730046617,0.830705747884262,0.169294252115738
26,-1.59063730046617,0.830705747884262,0.169294252115738
27,-1.59063730046617,0.830705747884262,0.169294252115738
28,-1.24591789116669,0.776592428786009,0.223407571213991
29,-1.59063730046617,0.830705747884262,0.169294252115738
30,-1.59063730046617,0.830705747884262,0.169294252115738
31,-1.59063730046617,0.830705747884262,0.169294252115738
32,-1.59063730046617,0.830705747884262,0.169294252115738
33,-1.59063730046617,0.830705747884262,0.169294252115738
34,-1.59063730046617,0.830705747884262,0.169294252115738
35,-1.59063730046617,0.830705747884262,0.169294252115738
36,-1.59063730046617,0.830705747884262,0.169294252115738
37,-1.59063730046617,0.830705747884262,0.169294252115738
38,-1.24591789116669,0.776592428786009,0.223407571213991
39,-1.59063730046617,0.830705747884262,0.169294252115738
40,-1.59063730046617,0.830705747884262,0.169294252115738
41,-1.24591789116669,0.776592428786009,0.223407571213991
42,-1.59063730046617,0.830705747884262,0.169294252115738
43,-1.59063730046617,0.830705747884262,0.169294252115738
44,-1.59063730046617,0.830705747884262,0.169294252115738
45,-1.59063730046617,0.830705747884262,0.169294252115738
46,-1.24591789116669,0.776592428786009,0.223407571213991
47,-1.59063730046617,0.830705747884262,0.169294252115738
48,-1.24970815235376,0.777249336861515,0.222750663138485
49,-1.59063730046617,0.830705747884262,0.169294252115738
50,-1.24970815235376,0.777249336861515,0.222750663138485
51,-1.59063730046617,0.830705747884262,0.169294252115738
52,-1.24591789116669,0.776592428786009,0.223407571213991
53,-1.24591789116669,0.776592428786009,0.223407571213991
54,-1.59063730046617,0.830705747884262,0.169294252115738
55,-1.59063730046617,0.830705747884262,0.169294252115738
56,-1.24591789116669,0.776592428786009,0.223407571213991
57,-1.59063730046617,0.830705747884262,0.169294252115738
58,-1.59063730046617,0.830705747884262,0.169294252115738
59,-1.59063730046617,0.830705747884262,0.169294252115738
60,-1.59063730046617,0.830705747884262,0.169294252115738
61,-1.59063730046617,0.830705747884262,0.169294252115738
62,-1.59063730046617,0.830705747884262,0.169294252115738
63,-1.59063730046617,0.830705747884262,0.169294252115738
64,-1.59063730046617,0.830705747884262,0.169294252115738
65,-1.59063730046617,0.830705747884262,0.169294252115738
66,-1.59063730046617,0.830705747884262,0.169294252115738
67,-1.24591789116669,0.776592428786009,0.223407571213991
68,-1.59063730046617,0.830705747884262,0.169294252115738
69,-1.59063730046617,0.830705747884262,0.169294252115738
70,-1.59063730046617,0.830705747884262,0.169294252115738
71,-1.59063730046617,0.830705747884262,0.169294252115738
72,-1.24591789116669,0.776592428786009,0.223407571213991
73,-1.59063730046617,0.830705747884262,0.169294252115738
74,-1.59063730046617,0.830705747884262,0.169294252115738
75,-1.24591789116669,0.776592428786009,0.223407571213991
76,-1.59063730046617,0.830705747884262,0.169294252115738
77,-1.59063730046617,0.830705747884262,0.169294252115738
78,-1.24591789116669,0.776592428786009,0.223407571213991
79,-1.59063730046617,0.830705747884262,0.169294252115738
80,-1.59063730046617,0.830705747884262,0.169294252115738
81,-1.59063730046617,0.830705747884262,0.169294252115738
82,-1.59063730046617,0.830705747884262,0.169294252115738
83,-1.59063730046617,0.830705747884262,0.169294252115738
84,-1.24591789116669,0.776592428786009,0.223407571213991
85,-1.59063730046617,0.830705747884262,0.169294252115738
86,-1.59063730046617,0.830705747884262,0.169294252115738
87,-1.59063730046617,0.830705747884262,0.169294252115738
88,-1.24591789116669,0.776592428786009,0.223407571213991
89,-1.59063730046617,0.830705747884262,0.169294252115738
90,-1.59063730046617,0.830705747884262,0.169294252115738
91,-1.59063730046617,0.830705747884262,0.169294252115738
92,-1.59063730046617,0.830705747884262,0.169294252115738
93,-1.59063730046617,0.830705747884262,0.169294252115738
94,-1.24591789116669,0.776592428786009,0.223407571213991
95,-1.59063730046617,0.830705747884262,0.169294252115738
96,-1.59063730046617,0.830705747884262,0.169294252115738
97,-1.59063730046617,0.830705747884262,0.169294252115738
98,-1.59063730046617,0.830705747884262,0.169294252115738
99,-1.24591789116669,0.776592428786009,0.223407571213991
100,-1.59063730046617,0.830705747884262,0.169294252115738
101,-1.59063730046617,0.830705747884262,0.169294252115738
102,-1.59063730046617,0.830705747884262,0.169294252115738
103,-1.28564313703014,0.783408832006804,0.216591167993196
104,-1.24591789116669,0.776592428786009,0.223407571213991
105,-1.59063730046617,0.830705747884262,0.169294252115738
106,-1.24591789116669,0.776592428786009,0.223407571213991
107,-1.59063730046617,0.830705747884262,0.169294252115738
108,-1.59063730046617,0.830705747884262,0.169294252115738
109,-1.59063730046617,0.830705747884262,0.169294252115738
110,-1.2786916907258,0.782226990945363,0.217773009054637
111,-1.59063730046617,0.830705747884262,0.169294252115738
112,-1.59063730046617,0.830705747884262,0.169294252115738
113,-1.24591789116669,0.776592428786009,0.223407571213991
114,-1.59063730046617,0.830705747884262,0.169294252115738
115,-1.59063730046617,0.830705747884262,0.169294252115738
116,-1.24591789116669,0.776592428786009,0.223407571213991
117,-1.59063730046617,0.830705747884262,0.169294252115738
118,-1.59063730046617,0.830705747884262,0.169294252115738
119,-1.24591789116669,0.776592428786009,0.223407571213991
120,-1.24591789116669,0.776592428786009,0.223407571213991
121,-1.59063730046617,0.830705747884262,0.169294252115738
122,-1.59063730046617,0.830705747884262,0.169294252115738
123,-1.24591789116669,0.776592428786009,0.223407571213991
124,-1.59063730046617,0.830705747884262,0.169294252115738
125,-1.59063730046617,0.830705747884262,0.169294252115738
126,-1.59063730046617,0.830705747884262,0.169294252115738
127,-1.59063730046617,0.830705747884262,0.169294252115738
128,-1.59063730046617,0.830705747884262,0.169294252115738
129,-1.59063730046617,0.830705747884262,0.169294252115738
130,-1.59063730046617,0.830705747884262,0.169294252115738
131,-1.59063730046617,0.830705747884262,0.169294252115738
132,-1.27200726875905,0.781086165582659,0.218913834417341
133,-1.24591789116669,0.776592428786009,0.223407571213991
134,-1.59063730046617,0.830705747884262,0.169294252115738
135,-1.59063730046617,0.830705747884262,0.169294252115738
136,-1.59063730046617,0.830705747884262,0.169294252115738
137,-1.59063730046617,0.830705747884262,0.169294252115738
138,-1.59063730046617,0.830705747884262,0.169294252115738
139,-1.59063730046617,0.830705747884262,0.169294252115738
140,-1.59063730046617,0.830705747884262,0.169294252115738
141,-1.59063730046617,0.830705747884262,0.169294252115738
142,-1.59063730046617,0.830705747884262,0.169294252115738
143,-1.27529030063858,0.781647015002999,0.218352984997001
144,-1.59063730046617,0.830705747884262,0.169294252115738
145,-1.59063730046617,0.830705747884262,0.169294252115738
146,-1.59063730046617,0.830705747884262,0.169294252115738
147,-1.59063730046617,0.830705747884262,0.169294252115738
148,-1.59063730046617,0.830705747884262,0.169294252115738
149,-1.59063730046617,0.830705747884262,0.169294252115738
150,-1.59063730046617,0.830705747884262,0.169294252115738
151,-1.59063730046617,0.830705747884262,0.169294252115738
152,-1.59063730046617,0.830705747884262,0.169294252115738
153,-1.59063730046617,0.830705747884262,0.169294252115738
154,-1.59063730046617,0.830705747884262,0.169294252115738
155,-1.59063730046617,0.830705747884262,0.169294252115738
156,-1.24591789116669,0.776592428786009,0.223407571213991
157,-1.24591789116669,0.776592428786009,0.223407571213991
158,-1.24970815235376,0.777249336861515,0.222750663138485
159,-1.59063730046617,0.830705747884262,0.169294252115738
160,-1.59063730046617,0.830705747884262,0.169294252115738
161,-1.59063730046617,0.830705747884262,0.169294252115738
162,-1.24591789116669,0.776592428786009,0.223407571213991
163,-1.24591789116669,0.776592428786009,0.223407571213991
164,-1.59063730046617,0.830705747884262,0.169294252115738
165,-1.24591789116669,0.776592428786009,0.223407571213991
166,-1.59063730046617,0.830705747884262,0.169294252115738
167,-1.59063730046617,0.830705747884262,0.169294252115738
168,-1.24591789116669,0.776592428786009,0.223407571213991
169,-1.59063730046617,0.830705747884262,0.169294252115738
170,-1.59063730046617,0.830705747884262,0.169294252115738
171,-1.59063730046617,0.830705747884262,0.169294252115738
172,-1.59063730046617,0.830705747884262,0.169294252115738
173,-1.59063730046617,0.830705747884262,0.169294252115738
174,-1.59063730046617,0.830705747884262,0.169294252115738
175,-1.59063730046617,0.830705747884262,0.169294252115738
176,-1.59063730046617,0.830705747884262,0.169294252115738
177,-1.59063730046617,0.830705747884262,0.169294252115738
178,-1.24591789116669,0.776592428786009,0.223407571213991
179,-1.24970815235376,0.777249336861515,0.222750663138485
180,-1.59063730046617,0.830705747884262,0.169294252115738
181,-1.59063730046617,0.830705747884262,0.169294252115738
182,-1.59063730046617,0.830705747884262,0.169294252115738
183,-1.24591789116669,0.776592428786009,0.223407571213991
184,-1.59063730046617,0.830705747884262,0.169294252115738
185,-1.59063730046617,0.830705747884262,0.169294252115738
186,-1.59063730046617,0.830705747884262,0.169294252115738
187,-1.59063730046617,0.830705747884262,0.169294252115738
188,-1.28204074926778,0.782796956859136,0.217203043140864
189,-1.59063730046617,0.830705747884262,0.169294252115738
190,-1.59063730046617,0.830705747884262,0.169294252115738
191,-1.59063730046617,0.830705747884262,0.169294252115738
192,-1.59063730046617,0.830705747884262,0.169294252115738
193,-1.59063730046617,0.830705747884262,0.169294252115738
194,-1.59063730046617,0.830705747884262,0.169294252115738
195,-1.59063730046617,0.830705747884262,0.169294252115738
196,-1.59063730046617,0.830705747884262,0.169294252115738
197,-1.24591789116669,0.776592428786009,0.223407571213991
198,-1.59063730046617,0.830705747884262,0.169294252115738
199,-1.59063730046617,0.830705747884262,0.169294252115738
200,-1.24591789116669,0.776592428786009,0.223407571213991
201,-1.59063730046617,0.830705747884262,0.169294252115738
202,-1.24591789116669,0.776592428786009,0.223407571213991
203,-1.59063730046617,0.830705747884262,0.169294252115738
204,-1.59063730046617,0.830705747884262,0.169294252115738
205,-1.59063730046617,0.830705747884262,0.169294252115738
206,-1.24591789116669,0.776592428786009,0.223407571213991
207,-1.59063730046617,0.830705747884262,0.169294252115738
208,-1.59063730046617,0.830705747884262,0.169294252115738
209,-1.59063730046617,0.830705747884262,0.169294252115738
210,-1.59063730046617,0.830705747884262,0.169294252115738
211,-1.59063730046617,0.830705747884262,0.169294252115738
212,-1.59063730046617,0.830705747884262,0.169294252115738
213,-1.59063730046617,0.830705747884262,0.169294252115738
214,-1.59063730046617,0.830705747884262,0.169294252115738
215,-1.59063730046617,0.830705747884262,0.169294252115738
216,-1.59063730046617,0.830705747884262,0.169294252115738
217,-1.59063730046617,0.830705747884262,0.169294252115738
218,-1.59063730046617,0.830705747884262,0.169294252115738
219,-1.59063730046617,0.830705747884262,0.169294252115738
220,-1.24970815235376,0.777249336861515,0.222750663138485
221,-1.59063730046617,0.830705747884262,0.169294252115738
222,-1.59063730046617,0.830705747884262,0.169294252115738
223,-1.59063730046617,0.830705747884262,0.169294252115738
224,-1.24591789116669,0.776592428786009,0.223407571213991
225,-1.59063730046617,0.830705747884262,0.169294252115738
226,-1.59063730046617,0.830705747884262,0.169294252115738
227,-1.59063730046617,0.830705747884262,0.169294252115738
228,-1.59063730046617,0.830705747884262,0.169294252115738
229,-1.59063730046617,0.830705747884262,0.169294252115738
230,-1.24970815235376,0.777249336861515,0.222750663138485
231,-1.59063730046617,0.830705747884262,0.169294252115738
232,-1.59063730046617,0.830705747884262,0.169294252115738
233,-1.59063730046617,0.830705747884262,0.169294252115738
234,-1.59063730046617,0.830705747884262,0.169294252115738
235,-1.59063730046617,0.830705747884262,0.169294252115738
236,-1.27200726875905,0.781086165582659,0.218913834417341
237,-1.24591789116669,0.776592428786009,0.223407571213991
238,-1.59063730046617,0.830705747884262,0.169294252115738
239,-1.59063730046617,0.830705747884262,0.169294252115738
240,-1.59063730046617,0.830705747884262,0.169294252115738
241,-1.59063730046617,0.830705747884262,0.169294252115738
242,-1.59063730046617,0.830705747884262,0.169294252115738
243,-1.59063730046617,0.830705747884262,0.169294252115738
244,-1.24591789116669,0.776592428786009,0.223407571213991
245,-1.24591789116669,0.776592428786009,0.223407571213991
246,-1.59063730046617,0.830705747884262,0.169294252115738
247,-1.59063730046617,0.830705747884262,0.169294252115738
248,-1.24591789116669,0.776592428786009,0.223407571213991
249,-1.59063730046617,0.830705747884262,0.169294252115738
250,-1.59063730046617,0.830705747884262,0.169294252115738
251,-1.59063730046617,0.830705747884262,0.169294252115738
252,-1.59063730046617,0.830705747884262,0.169294252115738
253,-1.59063730046617,0.830705747884262,0.169294252115738
254,-1.59063730046617,0.830705747884262,0.169294252115738
255,-1.24591789116669,0.776592428786009,0.223407571213991
256,-1.59063730046617,0.830705747884262,0.169294252115738
257,-1.59063730046617,0.830705747884262,0.169294252115738
258,-1.59063730046617,0.830705747884262,0.169294252115738
259,-1.59063730046617,0.830705747884262,0.169294252115738
