,Predicted_AverageOzoneReading
5,4.51785714285714
6,4.51785714285714
7,4.51785714285714
8,4.51785714285714
9,4.51785714285714
12,4.51785714285714
13,4.51785714285714
14,4.51785714285714
15,11.9047619047619
16,11.5714285714286
19,4.51785714285714
21,4.51785714285714
22,7.5
23,7.5
27,7.5
29,11.9047619047619
30,11.9047619047619
33,7.5
34,4.51785714285714
35,4.51785714285714
36,4.51785714285714
37,4.51785714285714
40,4.51785714285714
41,4.51785714285714
43,4.51785714285714
44,4.51785714285714
48,4.51785714285714
49,4.51785714285714
51,9.66666666666667
54,4.51785714285714
55,4.51785714285714
56,7.5
57,9.66666666666667
58,9.66666666666667
61,4.51785714285714
62,4.51785714285714
63,4.51785714285714
65,4.51785714285714
68,4.51785714285714
69,4.51785714285714
70,4.51785714285714
71,4.51785714285714
72,4.51785714285714
75,11.9047619047619
76,7.5
77,7.5
78,11.9047619047619
79,4.51785714285714
82,7.5
83,7.5
85,9.66666666666667
86,9.66666666666667
89,11.9047619047619
90,11.9047619047619
91,11.9047619047619
92,4.51785714285714
93,7.5
96,4.51785714285714
97,4.51785714285714
98,11.9047619047619
99,4.51785714285714
100,11.9047619047619
103,4.51785714285714
104,4.51785714285714
105,4.51785714285714
106,4.51785714285714
110,11.9047619047619
111,21.9166666666667
112,11.9047619047619
113,7.5
114,7.5
117,9.66666666666667
118,9.66666666666667
119,4.51785714285714
120,11.9047619047619
121,21.9166666666667
125,11.9047619047619
127,4.51785714285714
128,11.9047619047619
131,19.1764705882353
132,21.9166666666667
133,19.1764705882353
134,27.8333333333333
135,27.8333333333333
146,7.5
149,7.5
154,19.1764705882353
155,19.1764705882353
156,11.9047619047619
159,11.9047619047619
160,7.5
161,4.51785714285714
162,4.51785714285714
163,11.9047619047619
166,27.8333333333333
167,27.8333333333333
168,19.1764705882353
169,19.1764705882353
170,19.1764705882353
173,21.9166666666667
174,19.1764705882353
175,21.9166666666667
176,19.1764705882353
188,27.8333333333333
191,19.1764705882353
194,19.1764705882353
195,21.9166666666667
196,21.9166666666667
198,19.1764705882353
201,19.1764705882353
202,27.8333333333333
203,27.8333333333333
205,27.8333333333333
208,19.1764705882353
209,21.9166666666667
210,21.9166666666667
215,7.5
216,7.5
222,19.1764705882353
224,21.9166666666667
225,19.1764705882353
229,7.5
230,7.5
231,11.9047619047619
233,21.9166666666667
237,19.1764705882353
238,21.9166666666667
239,19.1764705882353
240,27.8333333333333
243,21.9166666666667
244,27.8333333333333
245,21.9166666666667
246,19.1764705882353
247,19.1764705882353
251,19.1764705882353
252,19.1764705882353
257,21.9166666666667
258,27.8333333333333
259,4.51785714285714
261,7.5
265,21.9166666666667
266,19.1764705882353
268,7.5
271,7.5
272,7.5
273,11.9047619047619
274,11.9047619047619
275,7.5
278,11.5714285714286
279,27.8333333333333
280,27.8333333333333
281,11.5714285714286
282,11.5714285714286
286,11.5714285714286
287,27.8333333333333
288,27.8333333333333
289,11.9047619047619
292,11.9047619047619
293,11.5714285714286
294,9.66666666666667
295,11.9047619047619
296,4.51785714285714
301,7.5
302,7.5
303,11.9047619047619
308,11.5714285714286
310,7.5
314,11.9047619047619
315,11.9047619047619
316,4.51785714285714
317,4.51785714285714
320,4.51785714285714
321,7.5
322,7.5
323,11.9047619047619
324,11.9047619047619
327,7.5
328,7.5
329,7.5
331,7.5
334,4.51785714285714
335,4.51785714285714
336,4.51785714285714
337,4.51785714285714
338,7.5
341,4.51785714285714
342,4.51785714285714
343,7.5
344,4.51785714285714
345,4.51785714285714
348,4.51785714285714
349,4.51785714285714
350,4.51785714285714
351,4.51785714285714
352,4.51785714285714
355,9.66666666666667
356,4.51785714285714
357,4.51785714285714
358,4.51785714285714
362,9.66666666666667
363,4.51785714285714
364,4.51785714285714
365,4.51785714285714
