,Predicted_AverageOzoneReading
5,4.86495457471909
6,5.10812503097854
7,4.13490432471967
8,5.01275519655926
9,4.75963903846937
12,6.17366297326453
13,6.28343041985994
14,4.40525497436657
15,6.09882258473984
16,5.78624391717299
19,7.14071810340179
21,4.37935475844724
22,4.12186152895425
23,4.79549595789664
27,6.1243492071757
29,5.07303525216153
30,5.42638924957235
33,13.3694243402458
34,7.03680799106833
35,5.94960249153502
36,5.73145724003494
37,6.23083732524432
40,5.39131158827653
41,7.20348762485123
43,6.71405786022262
44,10.5757113241672
48,10.0944215930054
49,15.5703156422103
51,5.89325864199344
54,7.14031311044583
55,5.30303852026084
56,11.5329263090913
57,13.1897443630011
58,20.6843336134074
61,4.55046050038669
62,4.36608351849031
63,4.03138181253968
65,5.20218198207231
68,5.73279321156357
69,4.51374275061865
70,5.05334223564086
71,5.35992667705823
72,7.85459294960804
75,12.8824066024007
76,12.0523473143331
77,9.18641129699308
78,8.18179400637048
79,8.00742271715333
82,9.38225193744294
83,12.4543965398929
85,7.93806096280358
86,6.3383914027074
89,7.54357140435009
90,6.05750155975144
91,7.20727572833743
92,7.32282842035562
93,11.1870568234894
96,6.03481183408362
97,5.07111758601793
98,9.40976122530889
99,5.97422008565036
100,6.05663746674823
103,6.18180982091826
104,5.89476900094623
105,6.38560781214663
106,7.66743976384863
110,16.940789429768
111,20.2140317027939
112,22.0260765815414
113,6.51025305907922
114,11.5841840873487
117,11.2864785818134
118,6.1578918813319
119,6.18392061256306
120,17.0494076821644
121,21.4520085845034
125,9.42661009908088
127,5.60746522717452
128,8.8547446789305
131,20.8749425225472
132,27.314828993476
133,31.4146562789032
134,27.8622498655795
135,29.6523858540612
146,7.17194966682653
149,8.68739414056762
154,12.7093118053818
155,9.34979420785429
156,8.91487249091094
159,7.98864620502159
160,8.75236226061496
161,4.92968746290708
162,6.39215145386156
163,7.77118915934748
166,25.2095516763773
167,27.2942147539749
168,23.8960791131745
169,12.5399634328256
170,23.4984153172013
173,17.646818691073
174,15.3465866931042
175,16.6337563644234
176,15.117008865657
188,33.9164767105083
191,25.5336803419234
194,19.6819317222203
195,14.7081277276256
196,18.9441195326788
198,20.6829594433197
201,19.6890687485562
202,28.2266825095323
203,30.0650152629357
205,19.9524393356748
208,22.7679040495747
209,24.2481005371441
210,20.9777341416815
215,8.19702980031368
216,7.03174634326803
222,9.86906809622564
224,19.2556200789916
225,16.4606835461826
229,7.03394266274403
230,6.82858419758315
231,5.90815165929434
233,11.7485626876302
237,13.9272678349915
238,24.4549925498475
239,26.5337339948578
240,32.8927459758068
243,29.4244503403361
244,23.4526365114035
245,18.8916632888418
246,17.4375851184653
247,17.6405165276518
251,25.4049232279801
252,21.6062352605384
257,25.3447775277145
258,21.2682692860642
259,9.28141435756945
261,7.38297236501889
265,16.0343883902457
266,13.5701161844881
268,11.1722765300708
271,14.8380784839896
272,13.4720861289592
273,8.88142520810208
274,7.04495395897947
275,5.65637454858893
278,12.6258491139993
279,25.5980949923084
280,14.3094053971581
281,20.3990397791725
282,10.6554855752576
286,21.4363223100397
287,26.8756240597754
288,20.9226215735593
289,14.392179737878
292,8.26219039231503
293,16.9216822320766
294,11.3246815391238
295,10.5137772847769
296,7.62415746022082
301,6.67281865680307
302,7.23073759719974
303,9.99821347057686
308,8.92523913624391
310,6.60752343574077
314,7.92581236574029
315,10.8321890161935
316,5.64349553560712
317,5.34059380857052
320,7.12078248482781
321,8.03638829641953
322,6.40619037949786
323,7.10924420510047
324,11.6913650695833
327,10.7066315107219
328,12.6329797966061
329,8.96235464431951
331,5.13834448820536
334,6.90308350466879
335,6.94217571667952
336,3.11976170690803
337,3.74989822473631
338,4.07669776507941
341,3.41980826289078
342,3.84657815970725
343,3.98944067141382
344,3.23124482663297
345,4.6927061495488
348,3.50011487982826
349,3.52864602420321
350,4.29243984604216
351,3.74987978953021
352,3.22094169393751
355,3.38169043553745
356,3.34278494846109
357,3.24193339976088
358,3.84397888082925
362,4.11251248331127
363,3.43740517015884
364,3.59634579780123
365,3.22070889411531
