,Predicted_Type
1,0.946255285549896
2,0.992167959090439
3,1.07523555240564
4,0.870106071760018
5,1.51187817554393
6,0.871092954931147
7,0.897794724171974
8,0.973530857820793
9,1.01920636283411
10,1.06684285858478
11,0.867171679119841
12,1.06906017806164
13,1.00725570332056
14,0.799090378494827
15,0.741279905625622
16,1.06200350523465
17,1.07328654389596
18,1.14680437323791
19,0.750161549292799
20,1.14954362185125
21,1.14766628300406
22,1.41859128873223
23,0.953589684795278
24,1.19681540973645
25,1.19785001408409
26,1.4424945918045
27,0.98691134231549
28,1.20071674105236
29,1.12944633060623
30,1.14414673554235
31,1.14218199437082
32,0.998113503324624
33,1.17203998688404
34,1.10341329517372
35,1.21651412384867
36,1.23968434576365
37,1.23916719117242
38,1.31514802410745
39,1.22544269275115
40,1.12029566050329
41,1.2211909326441
42,1.25985619021447
43,0.895367410948323
44,1.50341175453429
45,1.28456011597936
46,1.1607015975001
47,0.998636660300892
48,1.08578284613437
49,1.24181023829001
50,1.00124060777803
51,1.0829387792523
52,0.942183344731429
53,0.913512822341351
54,1.01993609539127
55,1.14412065687254
56,1.34951622343326
57,1.17171452497683
58,1.01662894953546
59,0.986027994764461
60,2.43739026963983
61,2.14215798747653
62,2.54453220129376
63,1.79899375041335
64,1.84403175553336
65,2.19884744344088
66,1.68385570765335
67,1.47034290496721
68,1.84880605812015
69,1.92510215145062
70,2.07244125316306
71,2.20922027353535
72,1.72819659534397
73,2.09776566001497
74,1.59569051681081
75,1.81191227793003
76,2.3324939547803
77,2.01814336241331
78,2.23078709944397
79,1.85267643578494
80,1.83654672001428
81,2.00544485573835
82,1.49420205331651
83,2.08280545783297
84,2.3396503744005
85,1.82186810521502
86,1.80089829826165
87,2.28628426510113
88,2.15855069516765
89,1.97037691979278
90,1.9622698511974
91,2.12143825306582
92,2.39050880409525
93,2.20779599765382
94,1.89219551347421
95,2.15531661920883
96,1.68128090597675
97,2.60515451254236
98,1.77713040389855
99,1.45150562265025
100,1.65666476665663
101,1.71873229047916
102,2.00828095844396
103,1.90213926490843
104,2.43820358559196
105,1.68375710548415
106,1.97624087025929
107,1.77289132212914
108,2.12072017332648
109,2.13629649217599
110,1.51484197484444
111,2.18181628403727
112,2.09708368384495
113,1.79878578832422
114,2.32677095624564
115,1.95164570911676
116,2.11388519791516
117,2.07438847754436
118,2.11808384018223
119,2.3212169231226
120,1.93720437136364
121,1.65005237795479
122,1.30535211518447
123,2.15987576554315
124,1.85560290163205
125,1.75288509752812
126,1.82501014829864
127,1.82956932832263
128,2.35930532323296
129,2.11524446887334
130,2.131948091024
131,2.5165857984424
132,2.71972665973193
133,3.03080632156794
134,2.91899586029453
135,2.76462359140289
136,2.73316523505114
137,2.8506614419649
138,3.25784457478748
139,2.70197171007914
140,2.9235389815068
141,2.50550745798727
142,2.27144774689381
143,2.71035590309312
144,2.5036811106891
145,2.62326029717299
146,2.56992145917506
147,3.07707980698385
148,2.95392041436911
149,3.03109194905817
150,3.03999118578375
151,3.06084025267113
152,3.36509044983335
153,3.5571776970202
154,2.94552245609891
155,3.12747465408458
156,3.02124503457593
157,3.00513245705146
158,3.08106127225874
159,3.08557040784563
160,3.18569465971967
161,3.2850758905252
162,2.55048584792125
163,2.75132716359864
164,2.55330122363518
165,3.01153735184354
166,3.01889022890405
167,3.08409545595327
168,2.99062671874457
169,2.83848853062861
170,3.06427371272413
171,2.99906322209362
172,3.37932080319449
173,2.75347880924929
174,2.65576282137694
175,2.90510982304724
176,2.92431858014417
177,2.7809073767065
178,3.1776183395657
