,Predicted_Type
1,0.911303535266871
2,0.981836535396989
3,1.13257935543119
4,0.88758839960131
5,1.54768704819704
6,0.865371464541209
7,0.870087117145854
8,0.939249381532426
9,1.01333937175708
10,1.10734106557401
11,0.85012216144128
12,1.05993606221332
13,1.02209190196033
14,0.754025344753551
15,0.706982808085285
16,1.07420865274162
17,1.08021927180734
18,1.1864550966586
19,0.723720160623651
20,1.15993531053324
21,1.14464321693378
22,1.50151061515862
23,0.914506788215738
24,1.20258110414666
25,1.18418566713095
26,1.43550924925084
27,0.990598260602001
28,1.2429767755844
29,1.10904789023191
30,1.16729612552819
31,1.1700409756202
32,1.03392420825253
33,1.18776300876001
34,1.09908770938767
35,1.20641008197732
36,1.28370453065768
37,1.21916018418713
38,1.33614681800816
39,1.24218180281386
40,1.1433418979747
41,1.28990940409652
42,1.38531331558075
43,0.85549150807994
44,1.63829275780439
45,1.37247270062074
46,1.24278659489139
47,1.04065874805964
48,1.13554394261183
49,1.31573781454145
50,1.0759755690096
51,1.16829330082008
52,0.910337612078969
53,0.929478069536611
54,1.03602948099644
55,1.16645713706093
56,1.41689377129227
57,1.2122300456267
58,1.03620580592436
59,1.00114275502373
60,2.34833904259729
61,2.12661933412757
62,2.53892771253519
63,1.79722591267882
64,1.87871983691213
65,2.09701753687046
66,1.72218623912243
67,1.57908870241463
68,1.91711904076951
69,1.90460662541004
70,1.98855048016675
71,2.20171671606545
72,1.67571603861082
73,2.07671174924366
74,1.57371597694401
75,1.82856088625774
76,2.31584497253871
77,2.02699920195522
78,2.24012437726626
79,1.86644701140943
80,1.93138491478469
81,1.97265746884144
82,1.5506996349123
83,2.0460786748844
84,2.49344188328179
85,1.82019490510438
86,1.7577494993645
87,2.23437114932277
88,2.12210768050674
89,2.04674013237919
90,1.99729070286907
91,2.14859251309074
92,2.37635207652401
93,2.24452844573605
94,1.91853428026939
95,2.12228659843464
96,1.67514839478402
97,2.37388559052626
98,1.80900181203224
99,1.53653984258764
100,1.75906122034037
101,1.79775159470746
102,2.00279588610082
103,1.94795996270786
104,2.43013893514791
105,1.76089663343003
106,2.09228473318964
107,1.85275446125007
108,2.16761211847889
109,2.17750850796152
110,1.55049018993468
111,2.36258709585938
112,2.09942815968096
113,1.85397616094181
114,2.27628811744833
115,1.98164847641418
116,2.12252597491634
117,2.09352569295927
118,2.07297211838102
119,2.40295433150954
120,2.04193211869082
121,1.7657970794542
122,1.39381930216273
123,2.21367957229178
124,2.05540497790104
125,1.92044725765159
126,1.91724385066154
127,1.93534567686961
128,2.3820648815223
129,2.1321451107241
130,2.2712641011135
131,2.36084032032559
132,2.62724993532986
133,2.8660104945112
134,2.78244551709061
135,2.75804539959214
136,2.82232495787951
137,2.86249650366599
138,3.21957840329996
139,2.76085962948113
140,2.83332662556437
141,2.49259956241212
142,2.32636633999569
143,2.61107407525619
144,2.57158415926134
145,2.74269071353314
146,2.61831564759927
147,3.0157658226637
148,3.04446242836214
149,3.06038967218445
150,3.05262343641764
151,2.92452807176137
152,3.24240554154124
153,3.19012135680884
154,3.11613189288499
155,3.07028211957219
156,3.18148441247857
157,3.0784464216654
158,3.11385323364449
159,3.16905769786425
160,3.22352326832751
161,3.28338824336348
162,2.53831241710928
163,2.74036844416941
164,2.57162372163826
165,3.01186021851139
166,3.02752196778265
167,3.09260092337999
168,3.06964186671541
169,2.815335923412
170,2.99963457830936
171,2.91555019310216
172,3.30742193730607
173,2.80673895077357
174,2.83885235499634
175,2.92692076090838
176,3.04651026323905
177,2.86369762464858
178,3.17820715098615
