,Predicted_censored
1,0.221776158017175
2,0.187967572956447
3,0.642298095959623
4,0.216849358016293
5,0.552821780662117
6,0.872108411818259
7,0.121636738460527
8,0.128738966648492
9,0.874450327578501
10,0.20829497407014
11,0.680251742314823
12,0.807435666133424
13,0.204253379711043
14,0.248379651891259
15,0.191486858872972
16,0.328762614505155
17,0.325693158802036
18,0.207389799164732
19,0.100348229903309
20,0.283467264544607
21,0.267050881673257
22,0.233090970782966
23,0.263607438936974
24,0.218870508281184
25,0.92836964059992
26,0.29309556902046
27,0.656161285102835
28,0.345930379081905
29,0.343491101060494
30,0.268618736402695
31,0.306983078901594
32,0.318714091990038
33,0.0696349589803712
34,0.20788978320572
35,0.373644831511016
36,0.349658655303572
37,0.646596642346057
38,0.242012281818979
39,0.427161967418539
40,0.315088232840928
41,0.525177069234549
42,0.605969417491169
43,0.74244393897035
44,0.438601826728016
45,0.5058147917447
46,0.0651700261931529
47,0.149911722420314
48,0.791226690739922
49,0.191194292339199
50,0.506386996651833
51,0.290697679817042
52,0.28924389580371
53,0.296085561097039
54,0.746807433889466
55,0.737089893317709
56,0.620957022001613
57,0.153918541529557
58,0.104868319235314
59,0.215495358522635
60,0.25049411611517
61,0.773274201470603
62,0.275375341214634
63,0.761432953502603
64,0.234157396913985
65,0.262176604019136
66,0.717331675994057
67,0.683857243661323
68,0.779170711306099
69,0.809863533034591
70,0.733993742358335
71,0.497943653597391
72,0.236143148994228
73,0.498442759296752
74,0.825475655268149
75,0.805585286069819
76,0.576639680655723
77,0.295364726520927
78,0.639143606467859
79,0.666542642648196
80,0.38386124668105
81,0.778992235485467
82,0.362017666879688
83,0.728955531101734
84,0.348873144158307
85,0.501137384191714
86,0.464630892379726
87,0.511622212666301
88,0.769831367412111
89,0.87569604059441
90,0.524858809949686
91,0.802550677025844
92,0.11069841822246
93,0.0692056647799462
94,0.12345613277529
95,0.463062547078247
96,0.116188631878457
97,0.813587469148091
98,0.604025011777476
99,0.327080678110581
100,0.162570655823431
101,0.551881616586598
102,0.202910831522508
103,0.199292333439233
104,0.347129610388365
105,0.701509348710597
106,0.334038923904912
107,0.184421457124466
108,0.502542642458864
109,0.261276648672172
110,0.208724927963797
111,0.346824645698953
112,0.317505609717236
113,0.86475886162355
114,0.52317049827792
115,0.534882896788522
116,0.930633047550376
117,0.275768959130371
118,0.551441469441344
119,0.618785069870619
120,0.399089606204659
121,0.801172873004225
122,0.590540439253414
123,0.269278422436481
124,0.308548264061081
125,0.257175358100721
126,0.496688400896193
127,0.771712938974877
128,0.721601600258112
129,0.172555163441156
130,0.130611018907965
131,0.200152234192853
132,0.45607949941917
133,0.384654482043545
134,0.561917696751246
135,0.64809305211692
136,0.795821195785451
137,0.281006532943433
138,0.19962435257337
139,0.203757406026353
140,0.110376744173954
141,0.433857527938758
142,0.695289366228003
143,0.098687625543285
144,0.151163291347892
145,0.653899079020978
146,0.784962833473901
147,0.225589665499429
148,0.754480950175722
149,0.700020811618494
150,0.190493704673816
151,0.648325567212265
152,0.53691010334956
153,0.496123407619143
154,0.494513683584309
155,0.425795943990989
156,0.745019575038843
157,0.563726223085397
158,0.843889640593168
159,0.437456367195732
160,0.722545730738947
161,0.308250153208991
162,0.136251757090542
163,0.299812795550143
164,0.600902290873316
165,0.0930923232072737
166,0.753938711038222
167,0.826203035719682
168,0.304680315541522
169,0.207274066930106
170,0.67354964566564
171,0.710007919296224
172,0.65817041606946
173,0.600562931132315
174,0.316111758956511
175,0.215863256456826
176,0.518910403631469
177,0.197814242101674
178,0.0833085648608856
179,0.843572930428734
180,0.500466681728839
181,0.128891988570528
182,0.0934465744746978
183,0.0678789544354937
184,0.0902991437072397
185,0.15238330774462
186,0.19923289899466
187,0.653501698357046
188,0.149293059643692
189,0.52313003356395
190,0.912173291611762
191,0.196078054906671
192,0.269571059339444
193,0.754221133934501
194,0.275883233149293
195,0.298076395924364
196,0.128218627105833
197,0.496458404788462
198,0.375676376152967
199,0.649111127577496
200,0.54648425340074
201,0.133585828801809
202,0.0521479139222708
203,0.0939987146755146
204,0.676479352832122
205,0.443048986555534
206,0.49899473630362
207,0.858978445829475
208,0.163438844723283
209,0.203520976154254
210,0.956485078117796
211,0.324992655041032
212,0.169701803711639
213,0.321065557605897
214,0.764136741230866
215,0.795420655863265
216,0.151947446582763
217,0.453488807687369
218,0.621286723991696
219,0.739975911424387
220,0.621998306857962
221,0.60703709499881
222,0.165232939521919
223,0.0897566970836339
224,0.659550976447486
225,0.193959552255479
226,0.130729698544508
227,0.923861259356568
228,0.917382913317104
229,0.546352796157171
230,0.373615951819842
231,0.425637800042508
232,0.401020482714982
233,0.593157974477058
234,0.599156019575259
235,0.62270744083489
236,0.0985510826461007
237,0.669433307193407
238,0.5285619400012
239,0.370789202116451
240,0.114319981609683
241,0.126907567624878
242,0.213950057497194
243,0.441510258196509
244,0.636312978729135
245,0.225704242623388
246,0.428312338285042
247,0.219463601490462
248,0.730176092755897
249,0.265316901511163
250,0.277783826027019
251,0.222833756937568
252,0.349612832420516
253,0.31880690035236
254,0.571602683854115
255,0.358422528448625
256,0.562058212697893
257,0.637523999641454
258,0.571493298249409
259,0.406544288329926
260,0.701407779384629
261,0.226457629668565
262,0.816221901354289
263,0.19121116820995
264,0.284133764396477
265,0.397482035466086
266,0.195537819107081
267,0.796835473016886
268,0.423184512832041
269,0.275480664024391
270,0.593373191905695
271,0.110863732847692
272,0.0814283669169654
273,0.544384899885533
274,0.120814568463418
275,0.10304258851383
276,0.342510376796881
277,0.276410126325055
278,0.0380458682831888
279,0.179122208315245
280,0.281189297429614
281,0.203102948024159
282,0.130410333788746
283,0.190177069292406
284,0.546820729816134
285,0.0651524205408443
286,0.092624675848897
287,0.171500857296033
288,0.618232464995804
289,0.18757868778817
290,0.206091561337162
291,0.0949199933796649
292,0.183411118481028
293,0.117429110461877
294,0.145459585244673
295,0.26335958731832
296,0.819207994558278
297,0.377871648004411
298,0.161261581877888
299,0.109879718593612
300,0.271858108404978
301,0.314563166654788
