,Predicted_TipAmount
1,3.02494627271014
2,2.98381089842725
3,3.0742504138902
4,3.11915297833029
5,3.12274986705426
6,3.13110535318908
7,2.98381089842725
8,3.13365988728323
9,2.98381089842725
10,2.98381089842725
11,2.98381089842725
12,3.15732606162163
13,2.98381089842725
14,3.03717346500562
15,2.98381089842725
16,3.09728492325717
17,2.98381089842725
18,3.00160491593284
19,3.02494627271014
20,3.06251802928422
21,3.03306094116043
22,3.05430903752739
23,2.98381089842725
24,3.15732606162163
25,3.05430903752739
26,3.03306094116043
27,2.98381089842725
28,2.98381089842725
29,3.09892530507094
30,3.04196074854016
31,2.98381089842725
32,3.03717346500562
33,2.98381089842725
34,3.06251802928422
35,3.03306094116043
36,3.12100302059595
37,3.00160491593284
38,3.02494627271014
39,3.03717346500562
40,3.15457835392768
41,2.98381089842725
42,3.02995502613592
43,2.98381089842725
44,2.98381089842725
45,3.15242726245597
46,3.03717346500562
47,3.09892530507094
48,3.15457835392768
49,3.13820948899505
50,3.03445034792647
51,2.98381089842725
52,2.98381089842725
53,3.15732606162163
54,2.98381089842725
55,3.13110535318908
56,3.04196074854016
57,3.15732606162163
58,3.13110535318908
59,2.98381089842725
60,3.15732606162163
61,3.05430903752739
62,2.98381089842725
63,2.98381089842725
64,3.03717346500562
65,3.02995502613592
66,3.05430903752739
67,3.00790316840322
68,2.98381089842725
69,3.05430903752739
70,2.98381089842725
71,2.98381089842725
72,3.0266999300249
73,3.13110535318908
74,3.13110535318908
75,2.98381089842725
76,2.98381089842725
77,3.03306094116043
78,3.13588318889601
79,3.09892530507094
80,3.02834082608096
81,3.03907510063608
82,3.02494627271014
83,2.98381089842725
84,3.15457835392768
85,2.98381089842725
86,3.15732606162163
87,2.98381089842725
88,3.03717346500562
89,3.12693488697189
90,3.0742504138902
91,3.13820948899505
92,3.09892530507094
93,2.98381089842725
94,3.00790316840322
95,3.09892530507094
96,3.15732606162163
97,3.13588318889601
98,2.98381089842725
99,3.0742504138902
100,2.98381089842725
101,2.98381089842725
102,2.98381089842725
103,3.15732606162163
104,3.09892530507094
105,3.0742504138902
106,2.98381089842725
107,3.06055469923998
108,3.13110535318908
109,3.03717346500562
110,2.98381089842725
111,2.98381089842725
112,2.98381089842725
113,3.15732606162163
114,3.12100302059595
115,3.13110535318908
116,3.02995502613592
117,3.15242726245597
118,2.98381089842725
119,2.98381089842725
120,3.12100302059595
121,2.98381089842725
122,2.98381089842725
123,2.98381089842725
124,2.98381089842725
125,2.98381089842725
126,3.15242726245597
127,2.98381089842725
128,2.98381089842725
129,2.98381089842725
130,3.09892530507094
131,3.03717346500562
132,3.05430903752739
133,2.98381089842725
134,2.98381089842725
135,3.03717346500562
136,2.98381089842725
137,2.98381089842725
138,2.98381089842725
139,2.98381089842725
140,2.98381089842725
141,3.02995502613592
142,3.15457835392768
143,3.15732606162163
144,3.13588318889601
145,3.00790316840322
146,2.98381089842725
147,3.03717346500562
148,2.98381089842725
149,2.98381089842725
150,2.98381089842725
151,2.98381089842725
152,2.98381089842725
153,3.02834082608096
154,3.12274986705426
155,3.04338802172633
156,3.15242726245597
157,3.15732606162163
158,3.12902058198422
159,2.98381089842725
160,3.00790316840322
161,3.09342947962713
162,2.98381089842725
163,2.99548548519651
164,2.98381089842725
165,3.02995502613592
166,3.12274986705426
167,3.06251802928422
168,3.15457835392768
169,2.98381089842725
170,2.98381089842725
171,3.15732606162163
172,2.98381089842725
173,2.98381089842725
174,3.15457835392768
175,3.02494627271014
176,3.15457835392768
177,3.03306094116043
178,2.98381089842725
179,2.98381089842725
180,3.15457835392768
181,3.15457835392768
182,3.11915297833029
183,3.15732606162163
184,3.11915297833029
185,3.15732606162163
186,3.06251802928422
187,3.0742504138902
188,3.15242726245597
189,3.03717346500562
190,3.11915297833029
191,2.98381089842725
192,3.05430903752739
193,3.13588318889601
194,2.98381089842725
195,3.02494627271014
196,2.98381089842725
197,2.98381089842725
198,3.15732606162163
199,2.98381089842725
200,2.98381089842725
201,3.03717346500562
202,2.98381089842725
203,2.98381089842725
204,3.00790316840322
205,3.06251802928422
206,3.00790316840322
207,3.13110535318908
208,3.15732606162163
209,3.12100302059595
210,2.98381089842725
211,3.15242726245597
212,3.13110535318908
213,3.15732606162163
214,2.98381089842725
215,3.13588318889601
216,2.98381089842725
217,3.13588318889601
218,2.98381089842725
219,2.98381089842725
220,3.15242726245597
221,2.98381089842725
222,2.98381089842725
223,2.98381089842725
224,2.98381089842725
225,2.98381089842725
226,3.00160491593284
227,2.98381089842725
228,3.05872317400385
229,2.98381089842725
230,3.09892530507094
231,3.12100302059595
232,2.98381089842725
233,2.98381089842725
234,2.98381089842725
235,2.98381089842725
236,2.98381089842725
237,2.98381089842725
238,3.15457835392768
239,3.15732606162163
240,3.13820948899505
241,3.13588318889601
242,3.09892530507094
243,3.03306094116043
244,3.03717346500562
