,Predicted_Type,WindowFloatGlassTypeProbability,WindowNon-floatGlassTypeProbability,VehicleWindowGlassTypeProbability,ContainersTypeProbability,TablewareTypeProbability,VehicleHeadlampsTypeProbability
1,WinNF,0.333333333333333,0.555555555555556,0.111111111111111,0,0,0
2,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
3,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
4,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
5,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
6,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
7,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
8,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
9,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
10,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
11,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
12,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
13,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
14,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
15,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
16,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
17,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
18,WinNF,0.333333333333333,0.555555555555556,0.111111111111111,0,0,0
19,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
20,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
21,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
22,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
23,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
24,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
25,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
26,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
27,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
28,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
29,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
30,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
31,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
32,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
33,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
34,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
35,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
36,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
37,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
38,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
39,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
40,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
41,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
42,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
43,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
44,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
45,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
46,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
47,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
48,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
49,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
50,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
51,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
52,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
53,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
54,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
55,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
56,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
57,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
58,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
59,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
60,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
61,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
62,Head,0,0.05,0,0,0,0.95
63,WinNF,0.333333333333333,0.555555555555556,0.111111111111111,0,0,0
64,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
65,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
66,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
67,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
68,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
69,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
70,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
71,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
72,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
73,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
74,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
75,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
76,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
77,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
78,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
79,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
80,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
81,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
82,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
83,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
84,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
85,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
86,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
87,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
88,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
89,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
90,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
91,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
92,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
93,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
94,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
95,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
96,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
97,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
98,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
99,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
100,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
101,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
102,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
103,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
104,WinNF,0,0.8,0,0.1,0.1,0
105,WinNF,0,0.8,0,0.1,0.1,0
106,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
107,Head,0,0.05,0,0,0,0.95
108,WinNF,0,0.8,0,0.1,0.1,0
109,WinNF,0,0.8,0,0.1,0.1,0
110,WinNF,0,0.8,0,0.1,0.1,0
111,WinNF,0,0.8,0,0.1,0.1,0
112,WinNF,0,0.8,0,0.1,0.1,0
113,WinNF,0,0.8,0,0.1,0.1,0
114,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
115,WinNF,0.333333333333333,0.555555555555556,0.111111111111111,0,0,0
116,WinNF,0.333333333333333,0.555555555555556,0.111111111111111,0,0,0
117,WinNF,0.333333333333333,0.555555555555556,0.111111111111111,0,0,0
118,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
119,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
120,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
121,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
122,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
123,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
124,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
125,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
126,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
127,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
128,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
129,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
130,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
131,WinNF,0,0.8,0,0.1,0.1,0
132,WinNF,0,0.8,0,0.1,0.1,0
133,WinNF,0.333333333333333,0.555555555555556,0.111111111111111,0,0,0
134,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
135,WinNF,0.333333333333333,0.555555555555556,0.111111111111111,0,0,0
136,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
137,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
138,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
139,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
140,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
141,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
142,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
143,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
144,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
145,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
146,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
147,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
148,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
149,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
150,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
151,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
152,WinNF,0.333333333333333,0.555555555555556,0.111111111111111,0,0,0
153,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
154,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
155,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
156,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
157,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
158,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
159,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
160,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
161,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
162,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
163,WinNF,0.352941176470588,0.588235294117647,0.0588235294117647,0,0,0
164,Head,0,0.05,0,0,0,0.95
165,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
166,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
167,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
168,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
169,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
170,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
171,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
172,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
173,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
174,WinNF,0,0.8,0,0.1,0.1,0
175,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
176,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
177,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
178,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
179,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
180,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
181,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
182,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
183,Con,0,0.0769230769230769,0,0.692307692307692,0.230769230769231,0
184,WinNF,0,0.8,0,0.1,0.1,0
185,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
186,Head,0,0.05,0,0,0,0.95
187,Head,0,0.05,0,0,0,0.95
188,WinF,0.847826086956522,0.0434782608695652,0.0652173913043478,0,0.0217391304347826,0.0217391304347826
189,WinNF,0.111111111111111,0.755555555555556,0.0666666666666667,0,0.0666666666666667,0
190,Head,0,0.05,0,0,0,0.95
191,Head,0,0.05,0,0,0,0.95
192,Head,0,0.05,0,0,0,0.95
193,Head,0,0.05,0,0,0,0.95
194,Head,0,0.05,0,0,0,0.95
195,Head,0,0.05,0,0,0,0.95
196,Head,0,0.05,0,0,0,0.95
197,Head,0,0.05,0,0,0,0.95
198,Head,0,0.05,0,0,0,0.95
199,Head,0,0.05,0,0,0,0.95
200,Head,0,0.05,0,0,0,0.95
201,Head,0,0.05,0,0,0,0.95
202,Veh,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,0.0909090909090909
203,Head,0,0.05,0,0,0,0.95
204,Head,0,0.05,0,0,0,0.95
205,Head,0,0.05,0,0,0,0.95
206,Head,0,0.05,0,0,0,0.95
207,Head,0,0.05,0,0,0,0.95
208,Head,0,0.05,0,0,0,0.95
209,Head,0,0.05,0,0,0,0.95
210,Head,0,0.05,0,0,0,0.95
211,Head,0,0.05,0,0,0,0.95
212,Head,0,0.05,0,0,0,0.95
213,Head,0,0.05,0,0,0,0.95
214,Head,0,0.05,0,0,0,0.95
