,Predicted_Type,FirstClassWineProbability,SecondClassWineProbability,ThirdClassWineProbability
1,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
2,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
3,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
4,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
5,1,0.818054978790111,0.181945021209889,6.90886868087611e-20
6,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
7,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
8,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
9,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
10,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
11,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
12,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
13,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
14,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
15,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
16,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
17,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
18,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
19,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
20,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
21,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
22,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
23,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
24,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
25,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
26,2,0.00838895664534042,0.539956000966195,0.451655042388464
27,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
28,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
29,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
30,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
31,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
32,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
33,1,0.888972373950081,0.111027626049919,5.71902440219901e-22
