,Predicted_Species,NonVersicolorProbability,VersicolorProbability
1,0,0.912548345715775,0.0874516542842246
2,0,0.691236185059987,0.308763814940013
3,0,0.806599454301554,0.193400545698446
4,0,0.668342039300643,0.331657960699357
5,0,0.927289912758318,0.0727100872416822
6,0,0.977206748599314,0.022793251400686
7,0,0.890081156868437,0.109918843131563
8,0,0.863501555582436,0.136498444417564
9,0,0.522793935265666,0.477206064734334
10,0,0.629957166585702,0.370042833414298
11,0,0.947952352328841,0.0520476476711585
12,0,0.82354091541404,0.17645908458596
13,0,0.581463126100676,0.418536873899324
14,0,0.629918339333844,0.370081660666156
15,0,0.987890511357744,0.0121094886422559
16,0,0.996077478869851,0.00392252113014867
17,0,0.987732866460751,0.0122671335392485
18,0,0.935851291285585,0.0641487087144147
19,0,0.9664771302592,0.0335228697408002
20,0,0.964501474604324,0.0354985253956764
21,0,0.854993195685321,0.145006804314679
22,0,0.96679691950592,0.0332030804940805
23,0,0.949574664352265,0.0504253356477346
24,0,0.911686067764544,0.0883139322354562
25,0,0.733292453987992,0.266707546012008
26,0,0.62221654900857,0.37778345099143
27,0,0.913885248549732,0.0861147514502684
28,0,0.904315085703284,0.0956849142967159
29,0,0.894991267942103,0.105008732057897
30,0,0.709337591302132,0.290662408697868
31,0,0.659464292241852,0.340535707758148
32,0,0.941614307923052,0.0583856920769481
33,0,0.970261831970496,0.0297381680295043
34,0,0.988019643714311,0.0119803562856895
35,0,0.715497619941107,0.284502380058893
36,0,0.858354826132283,0.141645173867717
37,0,0.940693845312826,0.0593061546871738
38,0,0.895080906159926,0.104919093840074
39,0,0.650378459439571,0.349621540560429
40,0,0.871128123659888,0.128871876340112
41,0,0.94145908100415,0.0585409189958502
42,1,0.17596079872267,0.82403920127733
43,0,0.772055588360986,0.227944411639014
44,0,0.964013045953981,0.0359869540460187
45,0,0.952262880982575,0.0477371190174248
46,0,0.752333055016858,0.247666944983142
47,0,0.943342071917023,0.0566579280829773
48,0,0.765455834926056,0.234544165073944
49,0,0.944728422828833,0.0552715771711668
50,0,0.850541350478031,0.149458649521969
51,0,0.802662606416111,0.197337393583889
52,0,0.844670055680601,0.155329944319399
53,0,0.741876978937176,0.258123021062824
54,1,0.0794438868726833,0.920556113127317
55,0,0.598665208405694,0.401334791594306
56,1,0.253920491750029,0.746079508249971
57,0,0.871203813756948,0.128796186243052
58,1,0.0815007627129123,0.918499237287088
59,1,0.490358579315521,0.509641420684479
60,0,0.505034516329826,0.494965483670174
61,1,0.000135272980633316,0.999864727019367
62,0,0.787195260894276,0.212804739105724
63,1,0.00182396318937084,0.998176036810629
64,1,0.439538454801943,0.560461545198057
65,0,0.75793008173193,0.24206991826807
66,0,0.807722997935466,0.192277002064534
67,0,0.631159964893482,0.368840035106518
68,1,0.0963743323296882,0.903625667670312
69,1,0.0881146446030279,0.911885355396972
70,1,0.0969623307171622,0.903037669282838
71,0,0.869631772817084,0.130368227182916
72,0,0.612492483703868,0.387507516296132
73,1,0.136802578654799,0.863197421345201
74,1,0.132691255298313,0.867308744701687
75,0,0.603718926988613,0.396281073011388
76,0,0.746084599802663,0.253915400197337
77,1,0.447469084322479,0.552530915677521
78,0,0.76542722662702,0.23457277337298
79,0,0.629080253563843,0.370919746436157
80,1,0.284515694204811,0.715484305795189
81,1,0.0647043793311642,0.935295620668836
82,1,0.0394525279784637,0.960547472021536
83,1,0.407222751593099,0.592777248406901
84,1,0.240351290699407,0.759648709300593
85,0,0.594088407030249,0.405911592969751
86,0,0.910136348755033,0.0898636512449671
87,0,0.780994975035508,0.219005024964492
88,1,0.0557984823633944,0.944201517636606
89,0,0.625388177058305,0.374611822941695
90,1,0.218050903486236,0.781949096513764
91,1,0.0475802326145783,0.952419767385422
92,0,0.579691138431248,0.420308861568752
93,1,0.258098449002382,0.741901550997618
94,1,0.0478649401243991,0.952135059875601
95,1,0.308275622383837,0.691724377616163
96,1,0.49062753574996,0.50937246425004
97,0,0.514150716099403,0.485849283900597
98,0,0.564946362511635,0.435053637488365
99,1,0.458852307273519,0.541147692726481
100,1,0.480087167424911,0.519912832575089
101,0,0.943874703250841,0.056125296749159
102,0,0.541516604739263,0.458483395260737
103,0,0.790866858108688,0.209133141891312
104,1,0.442024782611122,0.557975217388878
105,0,0.810062643098603,0.189937356901397
106,0,0.597982454171465,0.402017545828535
107,1,0.265164012055561,0.734835987944439
108,1,0.268836614304217,0.731163385695783
109,1,0.0898198947411947,0.910180105258805
110,0,0.982104138651933,0.0178958613480665
111,0,0.922325389533354,0.0776746104666463
