,Predicted_Type
1,0.888032592719223
2,0.949123770727391
3,1.08179495656669
4,0.875177474878047
5,1.54322120760102
6,0.848068223116266
7,0.851106136121725
8,0.966351044993103
9,0.981838036461353
10,1.0700829662092
11,0.835795155574681
12,1.06918144094845
13,1.00352909681106
14,0.678541528293204
15,0.650577367754819
16,1.07819288071333
17,1.09444721991965
18,1.17965273424369
19,0.704687739327042
20,1.13670637150029
21,1.11346517868343
22,1.45731391048981
23,0.895579300711475
24,1.20095273342984
25,1.1791383684251
26,1.4613194874408
27,0.976314418386898
28,1.25854086724003
29,1.10014328349762
30,1.14592925849869
31,1.17334772011372
32,1.03636763109178
33,1.15868085710404
34,1.12454483915807
35,1.22981153130543
36,1.26590362841801
37,1.21749445443297
38,1.35072603015279
39,1.23012144593043
40,1.09783198037633
41,1.2275010182426
42,1.35177703088443
43,0.836773084775537
44,1.58041616141816
45,1.32665322182471
46,1.24143426486773
47,0.992388500082832
48,1.08935257556083
49,1.28281586726024
50,1.02691153610069
51,1.07573409979105
52,0.888858674709903
53,0.888394007110657
54,1.03857057919496
55,1.16417294996612
56,1.41923339532134
57,1.1910802057803
58,1.0213895167849
59,0.988778964606551
60,2.36165449625744
61,2.14349764224778
62,2.51679531558809
63,1.81633192026223
64,1.82160403561201
65,2.09186399079422
66,1.67518489081716
67,1.46212833952316
68,1.87827424208383
69,1.96557069932043
70,2.0143995473534
71,2.2452958493738
72,1.6811599182105
73,2.10984177772607
74,1.665159064986
75,1.87259308513122
76,2.26645224458294
77,1.97391346444389
78,2.23132255262303
79,1.83067668540222
80,1.87022455193941
81,1.92253485544558
82,1.50732595803669
83,2.06254491220914
84,2.41317654956145
85,1.78384768988813
86,1.74651495772238
87,2.22430101514989
88,2.13724076009273
89,2.021550153591
90,1.99134089752729
91,2.08854341603515
92,2.34026087033448
93,2.19629207673615
94,1.841143434639
95,2.0969737673818
96,1.68099975087418
97,2.48746739317293
98,1.73592880272573
99,1.47117734903372
100,1.61826953828709
101,1.75700337973227
102,1.9966047729085
103,1.93193493243561
104,2.39649177315312
105,1.73335470589676
106,2.00833714972841
107,1.78567645070285
108,2.13196214215925
109,2.10134180634617
110,1.50208302736423
111,2.22670649908037
112,2.08391661324206
113,1.81875437142179
114,2.2576865877375
115,1.96154713201446
116,2.03121523345414
117,2.072144766277
118,2.06796809773829
119,2.34223842549321
120,1.97637994690032
121,1.70797859870961
122,1.32596316468695
123,2.18673852437863
124,1.9496208907334
125,1.78858141211081
126,1.8569555254972
127,1.86153287178392
128,2.36144064763637
129,2.09553101366075
130,2.22234490953814
131,2.45748742899634
132,2.67600628404576
133,2.94688799916788
134,2.85969429458607
135,2.7399109153803
136,2.78902158814874
137,2.87635397534058
138,3.19978845262249
139,2.73993863051918
140,2.89318916091285
141,2.52973883559669
142,2.37537528957867
143,2.68373836217031
144,2.55664267665224
145,2.7413421699198
146,2.65916325773494
147,3.0177037306701
148,3.02135579116711
149,3.05430932380553
150,3.04161531710261
151,2.98834476412023
152,3.25004694279883
153,3.28680427130969
154,3.0106891089641
155,3.06575614863042
156,3.11293437806476
157,3.00523715626393
158,3.15464192368633
159,3.10936867152565
160,3.15658047972686
161,3.23984771562105
162,2.58380965883369
163,2.75252203507411
164,2.59663700108304
165,3.01596838987068
166,3.00427268027037
167,3.08852477039007
168,3.03146237043105
169,2.86303112402149
170,3.06476165266766
171,2.92814271950842
172,3.27756876138316
173,2.80552624259629
174,2.80680134561651
175,2.95024321963833
176,3.03565249164437
177,2.86982929352446
178,3.17324212973107
