,Predicted_AverageOzoneReading
1,4.56336117870922
2,5.8177148528811
3,1.28570344719884
4,3.32371205247769
5,5.25697877669036
6,6.79906295893746
7,6.59144347947111
8,7.66222889812823
9,4.80098064645723
10,3.90705479540484
11,11.000408461732
12,3.04720795921607
13,3.19795860975264
14,4.19545171711202
15,6.79848237456518
16,5.02947139359034
17,7.85647464482681
18,14.5657805250369
19,9.80257562503744
20,2.80111405702907
21,2.19708298335793
22,3.80517138360704
23,3.80411752675777
24,4.74159498839291
25,7.19808891410458
26,9.52480840163917
27,10.1951798197553
28,13.8050796210161
29,1.89014059080466
30,2.78990528275129
31,5.38835729429963
32,10.798790817761
33,13.0997588840247
34,11.958081091145
35,4.81032300191385
36,-3.72894602373736
37,0.013574839652982
38,4.80357206965786
39,6.19594480912516
40,5.19962974714853
41,3.66621822681366
42,6.56901924213474
43,8.85015863842032
44,14.3909340746226
45,9.82359936382066
46,17.3781637235749
47,12.3571744987183
48,4.03854441192431
49,12.3283369066171
50,10.7490869645156
51,9.12712901533237
52,9.80015601784797
53,10.1844912856541
54,11.5971907407047
55,11.1972613787869
56,10.1836519923741
57,12.0844504959202
58,3.20122553808809
59,4.35430002437725
60,12.197378139838
61,3.98039711354435
62,10.7980537438889
63,5.3658113422195
64,2.05611376643927
65,7.81280928549137
66,4.67391744992009
67,14.679588880855
68,17.2662603079781
69,17.8038643420678
70,7.06916121937018
71,11.8601311680266
72,12.9756119591245
73,5.50541041930527
74,7.53908036991745
75,16.2562541760996
76,20.2005973062323
77,11.8026459301821
78,8.20063849108027
79,12.4415160204268
80,19.1973590592143
81,21.3055260535298
82,23.6509366731978
83,23.2019072718825
84,24.3866084410724
85,8.19894040603534
86,11.8680949806467
87,16.2016880079122
88,17.64753278598
89,11.9133900641595
90,11.4456579197424
91,10.3715548731082
92,6.27060462948261
93,7.25823368201602
94,11.1958411747568
95,25.2010282363053
96,18.7732427311715
97,14.8032069201661
98,18.0764982991259
99,20.0583909066619
100,17.2053735515755
101,14.3398852145488
102,15.5327369236855
103,22.5381801015579
104,32.6930942076283
105,30.2214374402896
106,25.7692450808493
107,22.6784668094288
108,30.6125792172471
109,19.379627094338
110,24.3767368175708
111,27.4025682876095
112,28.8557834234069
113,23.017344169953
114,28.187386247107
115,25.2015816230597
116,27.2886712392354
117,9.80081335728949
118,11.1968402107528
119,18.0546814050914
120,20.8148653022965
121,19.2281009770949
122,4.80139805801866
123,9.33310486325974
124,5.80211654894414
125,15.8040578905614
126,21.1995858061684
127,18.6348996370231
128,20.3675305786955
129,21.0987380203414
130,24.534490836746
131,23.8056079476252
132,21.0054002769203
133,16.5320769519993
134,17.5774956217532
135,18.0820366410808
136,16.2024737696771
137,15.6929723725413
138,20.0375964621237
139,5.65892387604383
140,7.1809809003587
141,13.4325125570564
142,14.3690403253644
143,14.5059540485275
144,9.91573559298029
145,11.1965788338136
146,10.0261730359648
147,8.85963405008474
148,5.80305764102227
149,14.0937879282338
150,17.3839908662297
151,19.7775805022229
152,18.8040599638702
153,12.1649370381273
154,16.769766349525
155,17.4936391946308
156,21.0359756864204
157,10.5026394553093
158,10.7996380045466
159,13.1970739961834
160,11.215889402818
161,12.0544428944401
162,7.79779974769673
163,3.80227709587538
164,7.39546139029438
165,7.65120824922882
166,12.9659615431895
167,6.82148424426679
168,11.467904119948
169,11.0216625812755
170,4.62213725986605
171,0.628229967425392
172,5.79854349627986
173,3.03555668493802
174,8.81334218447559
175,6.80024148672871
176,9.72341904733025
177,12.582613348263
178,10.470227159278
179,15.602453716647
180,2.87019819582394
181,1.56077502553098
182,5.57059599281168
183,4.61835242983182
184,5.03738420416671
185,8.10978420417938
186,4.19500735554718
187,4.73761652857103
188,5.38773657683451
189,5.68596503849556
190,5.8031913813897
191,2.94646429540877
192,7.82858038969415
193,3.9796744387053
194,1.64461682762561
195,3.19788928591487
196,5.37646742316268
197,0.595834439673821
198,0.766432191108256
199,2.26496151644176
200,3.77977089872975
201,3.80081412809356
202,4.22352720516069
203,4.66717623974243
