,Predicted_censored
1,0.440827422873663
2,0.440827422873663
3,0.464758764322203
4,0.440827422873663
5,0.45554085374216
6,0.493394118361474
7,0.440827422873663
8,0.440827422873663
9,0.493394118361474
10,0.440827422873663
11,0.490647530393138
12,0.493394118361474
13,0.440827422873663
14,0.440827422873663
15,0.440827422873663
16,0.441280413159051
17,0.464758764322203
18,0.440827422873663
19,0.440827422873663
20,0.45397637363779
21,0.440827422873663
22,0.440827422873663
23,0.440827422873663
24,0.440827422873663
25,0.493394118361474
26,0.447733122765776
27,0.493394118361474
28,0.441791066861959
29,0.440827422873663
30,0.440827422873663
31,0.440827422873663
32,0.440827422873663
33,0.441280413159051
34,0.441280413159051
35,0.447176190988124
36,0.441280413159051
37,0.455035024036633
38,0.442739340048257
39,0.442739340048257
40,0.445244025367803
41,0.447733122765776
42,0.447733122765776
43,0.493394118361474
44,0.44909635316653
45,0.454500001799575
46,0.440827422873663
47,0.440827422873663
48,0.493394118361474
49,0.440827422873663
50,0.447733122765776
51,0.440827422873663
52,0.440827422873663
53,0.440827422873663
54,0.493394118361474
55,0.493394118361474
56,0.463147824772663
57,0.440827422873663
58,0.440827422873663
59,0.440827422873663
60,0.440827422873663
61,0.493394118361474
62,0.440827422873663
63,0.493394118361474
64,0.440827422873663
65,0.440827422873663
66,0.493394118361474
67,0.493394118361474
68,0.493394118361474
69,0.493394118361474
70,0.493394118361474
71,0.493394118361474
72,0.440827422873663
73,0.44909635316653
74,0.493394118361474
75,0.493394118361474
76,0.451576030136547
77,0.441280413159051
78,0.493394118361474
79,0.493394118361474
80,0.45554085374216
81,0.493394118361474
82,0.445737087856128
83,0.493394118361474
84,0.447733122765776
85,0.452104666225392
86,0.44909635316653
87,0.45397637363779
88,0.493394118361474
89,0.493394118361474
90,0.45554085374216
91,0.493394118361474
92,0.440827422873663
93,0.440827422873663
94,0.440827422873663
95,0.453482358386481
96,0.440827422873663
97,0.493394118361474
98,0.493394118361474
99,0.442739340048257
100,0.440827422873663
101,0.445244025367803
102,0.440827422873663
103,0.445737087856128
104,0.442739340048257
105,0.493394118361474
106,0.440827422873663
107,0.441280413159051
108,0.445737087856128
109,0.440827422873663
110,0.440827422873663
111,0.444704969924728
112,0.441280413159051
113,0.493394118361474
114,0.493394118361474
115,0.45397637363779
116,0.45554085374216
117,0.45397637363779
118,0.45554085374216
119,0.465297026555285
120,0.447176190988124
121,0.493394118361474
122,0.490647530393138
123,0.441280413159051
