,Predicted_price
4,12805.7554318362
5,15882.7466965699
7,18486.1986425686
9,22502.0766829979
11,13737.7670477719
12,14569.2062430527
13,18983.1666295613
14,20041.4889325572
19,4507.48703242696
20,5600.78363055344
21,5928.61922877397
22,5774.64116361681
23,6853.12939865932
24,7974.99371971338
25,7156.29791234376
26,7447.71213005588
27,7447.71213005588
29,10472.1062724553
30,10595.4707673688
31,4567.57731111396
32,6559.8329739833
33,5543.75182156604
34,6454.50390292736
35,6438.94885021579
36,7767.9019263922
37,7542.75279960652
38,7989.57050440958
39,7911.20666704394
40,9101.78716910227
41,8696.60835874774
42,9629.07729413183
43,8916.82684886279
48,32033.0555674666
51,6863.35354010898
52,6978.08102262521
53,6972.39037926565
54,8034.8199619794
55,8002.19559657756
60,9042.79622930261
61,9980.844063501
62,9042.79622930261
63,9980.844063501
65,9387.46088487569
66,14380.2961486931
68,26830.1494214476
69,27069.2021867919
70,16021.6746841425
71,31240.2453210676
73,35189.4982910654
77,6005.33893614588
78,7153.48554998316
79,7082.37702686753
80,8415.03714763913
81,9589.51091324673
82,8798.4149297008
86,9467.29790521725
87,9384.16834438532
88,10399.6632611521
89,9365.04478188886
90,8034.33819107325
91,6054.26214682916
92,7990.78587439951
93,8165.98584355579
94,8229.07838054223
95,7941.79717762199
96,7386.43769011587
97,8114.83229421662
98,8208.5367950159
99,6960.92417867894
100,8581.32502040985
101,9087.99900585261
102,15978.0137080491
103,15789.0878542909
104,14592.6963505549
105,15892.3226404204
106,18549.0183880236
107,18303.1669295219
108,18254.800090576
109,17085.6339367127
112,16610.939056023
113,16718.1356712161
116,17835.9018783489
117,16718.1356712161
118,19291.1390364671
119,5744.37541411514
120,7984.71036333077
121,7203.49439588552
122,8196.0484398172
123,7995.16065520537
124,9894.80719024451
126,15452.1857927664
133,13021.1434510813
134,13391.9264013311
135,13449.0489461382
136,13132.7397662513
137,15927.8816382463
138,16495.947574958
139,6126.87083541054
140,7057.59295600924
141,7925.48673000954
142,7494.37235335214
143,8487.8677832261
144,8498.50540748081
145,10277.9404521814
146,10636.6178894747
147,8110.91353395764
148,8802.69401871162
149,11598.2677112779
150,10368.1509671026
151,5905.26606094729
152,6609.45486833526
153,6728.1649510394
154,7843.92909573426
155,10302.6116888541
156,8716.98351662042
157,7662.05104768397
158,7273.45382320646
159,7744.77074079781
160,6958.37576061142
161,6225.43932040728
162,7640.02471306539
163,7979.03584838566
164,9933.27780672576
165,9304.68844050154
166,10751.5146518368
167,10018.9208983702
168,10837.9890532329
169,10848.9910550429
170,12257.7946735195
171,10469.0583577435
172,11710.4664993864
173,17103.9224707605
174,8241.97112511239
175,10439.0745598076
176,8127.23174861704
177,8666.82005703932
178,8059.81095853547
179,18759.4684552447
180,20352.6642789457
181,17221.7060295194
183,8453.30546659806
184,9358.71936865438
185,8433.74499058956
186,9334.75028008239
187,9208.07675792432
188,8987.75476606404
189,10155.992365125
191,9836.40555726871
195,15381.9023262006
196,14702.1108915605
197,14152.6830889827
198,13640.1319054763
199,20552.825560211
200,19444.9757632219
201,14521.9239995844
202,20795.2252005781
203,20338.0418595094
204,21596.4929168509
205,23936.6846566958
