,Predicted_Type
1,0.897773705847462
2,0.957137550363419
3,1.09658411510159
4,0.903481295353244
5,1.56435026719412
6,0.881203175346949
7,0.827641574729662
8,0.91407789141522
9,1.04661608095651
10,1.12207910871794
11,0.851954088443824
12,1.05276262998202
13,1.00953814552076
14,0.776407013203341
15,0.710542359956137
16,1.10005266965736
17,1.10729048207059
18,1.23734814709551
19,0.753275895971221
20,1.16020209112918
21,1.18031903824703
22,1.44866823756017
23,0.883405026856548
24,1.15882053599839
25,1.16286944146603
26,1.42644581317752
27,0.960984833744929
28,1.21213272368325
29,1.13211002656583
30,1.14504133629162
31,1.20090204284481
32,1.03676940285578
33,1.18446089332939
34,1.12032885641114
35,1.19859683959896
36,1.28532072616633
37,1.23035690399698
38,1.33518564657545
39,1.24741007289987
40,1.14588040734474
41,1.31081008123931
42,1.34844284218961
43,0.860358686124438
44,1.61728629198917
45,1.3664535651993
46,1.228656819369
47,1.04508882873751
48,1.15589420715681
49,1.33893883822486
50,1.09945617760536
51,1.15847872760811
52,0.891050631633165
53,0.969070238682157
54,1.03633208101912
55,1.16942066198348
56,1.43311534229923
57,1.2473440363947
58,1.03862902297983
59,1.03193862447305
60,2.37916014186004
61,2.15103886412387
62,2.60600614440783
63,1.86727995212595
64,2.00308427099135
65,2.15145288736419
66,1.74912967174694
67,1.63662777879557
68,1.91018473130893
69,1.95549548836738
70,1.96774122851381
71,2.11845891287243
72,1.79603308447892
73,2.11215985150643
74,1.64494967491036
75,1.85135443016511
76,2.31892052556807
77,2.09422026741766
78,2.17594912130576
79,1.83388862131382
80,1.94392544031809
81,2.02556229951192
82,1.53782851974768
83,2.03272046139822
84,2.43840443033489
85,1.75786162094599
86,1.7730846069049
87,2.24735366716446
88,2.0855327730947
89,1.96253598239399
90,1.93837965568037
91,2.08723318150611
92,2.30147159854373
93,2.19050918571437
94,1.91055505238653
95,2.18540200494875
96,1.6621959668851
97,2.33586824740076
98,1.84821876695927
99,1.61788681990791
100,1.77988770880315
101,1.79481739834189
102,1.95665946330707
103,1.91210498148045
104,2.43369469425052
105,1.70900970292231
106,1.98953203333368
107,1.78203995944644
108,2.11024315606335
109,2.15293068409507
110,1.50318351710864
111,2.31000301118484
112,2.13061511517854
113,1.80087183893211
114,2.30125433539561
115,1.97553982513659
116,2.1412250254693
117,2.02249182327101
118,2.07779852837009
119,2.34788649332772
120,1.9375336497761
121,1.70918029335667
122,1.41857355757826
123,2.15936561553406
124,2.01424876124097
125,1.84426186921967
126,1.89952175973021
127,1.95175117958347
128,2.3522069973726
129,2.12728266531395
130,2.18155903481654
131,2.40008871456816
132,2.63937931397733
133,2.87278165893189
134,2.82597524757325
135,2.72500778114781
136,2.76375676905652
137,2.75611091972257
138,3.14798106514685
139,2.72166066051193
140,2.83639687672819
141,2.41079070652523
142,2.24527107929974
143,2.59567066157121
144,2.5543711410948
145,2.64373220949849
146,2.5287913402682
147,2.9649962556673
148,2.96425714796421
149,3.04801080387945
150,3.06899535393257
151,2.99551548115276
152,3.27961855838736
153,3.3053513079577
154,3.06692722630018
155,3.02117908647934
156,3.0958695356642
157,3.06890493387139
158,3.03837329787709
159,3.2563088152903
160,3.27106757863087
161,3.26872597653375
162,2.54894355775275
163,2.68559869454126
164,2.50733502504818
165,3.02165131245393
166,2.98569599143752
167,3.12629888551292
168,3.03409883344415
169,2.81024095269572
170,3.0200201604358
171,2.8325838783115
172,3.28469604902253
173,2.81774321648471
174,2.7679358645234
175,2.90899052260049
176,3.00327572744894
177,2.81753929688786
178,3.20367856870162
