,Predicted_Adjusted,AuditLowriskProbability,AuditHighriskProbability
1,0,1,2.22044604925033e-16
2,0,0.999999999999204,7.96101741675729e-13
3,0,0.99999999922194,7.78059597515242e-10
4,0,0.527722491086898,0.472277508913102
5,1,0.320334243931225,0.679665756068775
6,0,1,2.22044604925033e-16
7,1,0.0135153651318795,0.986484634868121
8,0,0.999999999140268,8.59731655054232e-10
9,0,0.999999754420232,2.45579767805113e-07
10,0,0.999999999999949,5.13215308160799e-14
11,0,1,2.22044604925033e-16
12,0,0.99999999999998,2.04585841189335e-14
13,0,1,2.22044604925033e-16
14,0,1,2.22044604925033e-16
15,1,0.0105662483871164,0.989433751612884
16,0,0.99999999933282,6.67180239486295e-10
17,0,1,2.22044604925033e-16
18,0,1,2.22044604925033e-16
19,0,0.635821067254174,0.364178932745826
20,0,0.506412616747052,0.493587383252948
21,0,0.999989826554892,1.01734451080031e-05
22,0,0.998008971348411,0.001991028651589
23,0,1,2.22044604925033e-16
24,0,0.99980394896934,0.000196051030660119
25,0,1,2.22044604925033e-16
26,0,0.999978377116219,2.16228837805997e-05
27,0,0.999998559015442,1.44098455821965e-06
28,0,0.996232576680078,0.00376742331992149
29,0,0.743935533560619,0.256064466439381
30,0,0.999941609737116,5.83902628843667e-05
31,0,1,2.22044604925033e-16
32,1,0.42658306311012,0.57341693688988
33,0,1,2.22044604925033e-16
34,0,1,2.22044604925033e-16
35,0,0.999999999134735,8.65265213286783e-10
36,0,1,2.22044604925033e-16
37,0,0.969139734968517,0.0308602650314829
38,0,0.999999380969112,6.19030888156978e-07
39,0,0.98473477649263,0.0152652235073703
40,0,0.999991823005392,8.17699460798842e-06
41,1,0.0149723844787969,0.985027615521203
42,0,1,2.22044604925033e-16
43,0,0.627715707029806,0.372284292970194
44,0,1,2.22044604925033e-16
45,0,0.989335736094306,0.0106642639056937
46,0,0.542969244234118,0.457030755765882
47,0,1,2.22044604925033e-16
48,1,0.129254543672392,0.870745456327608
49,0,1,2.22044604925033e-16
50,1,0.419449196234829,0.580550803765171
51,0,0.999999964328897,3.56711028417179e-08
52,1,1.48191323656732e-08,0.999999985180868
53,0,0.923950803738602,0.0760491962613984
54,0,1,2.22044604925033e-16
55,0,1,2.22044604925033e-16
56,0,0.99958119710665,0.000418802893349612
57,0,0.999999528823434,4.71176566173018e-07
58,0,0.999996957379746,3.04262025403206e-06
59,0,0.999999999988683,1.13164698753424e-11
60,0,0.786750541989936,0.213249458010064
61,0,0.999932567899023,6.74321009771225e-05
62,0,0.999999999786399,2.13600709799202e-10
63,0,0.999999961689966,3.83100339530363e-08
64,0,0.806053221993522,0.193946778006478
65,0,0.998111978166667,0.00188802183333314
66,0,0.999999999735063,2.6493659785251e-10
67,1,0.00944925869519797,0.990550741304802
68,0,0.999972933555474,2.70664445259657e-05
69,0,1,2.22044604925033e-16
70,0,1,2.22044604925033e-16
71,0,0.997130024644921,0.00286997535507881
72,0,1,2.22044604925033e-16
73,0,1,2.22044604925033e-16
74,0,0.999999999987993,1.20068216642736e-11
75,1,0.181576519657394,0.818423480342606
76,0,1,2.22044604925033e-16
77,0,1,2.22044604925033e-16
78,1,0.00271440335832229,0.997285596641678
79,0,0.999988779524954,1.12204750459275e-05
80,0,1,2.22044604925033e-16
81,0,0.999999952210572,4.77894275555406e-08
82,0,0.995925848279349,0.00407415172065137
83,0,0.999999994789196,5.21080414133057e-09
84,1,0.0463709487007641,0.953629051299236
85,0,0.999999999847402,1.52597563857992e-10
86,0,0.988172991403682,0.0118270085963183
87,0,1,2.22044604925033e-16
88,0,0.992497919661138,0.00750208033886163
89,0,0.999999999999936,6.40967361615698e-14
90,0,1,2.22044604925033e-16
91,1,0.00236269654132792,0.997637303458672
92,0,0.983014672993431,0.0169853270065693
93,0,1,2.22044604925033e-16
94,1,0.000169327734604541,0.999830672265395
95,1,0.180866671391338,0.819133328608662
96,0,0.518567322532227,0.481432677467773
97,0,0.979991399722365,0.0200086002776353
98,0,0.888452412926615,0.111547587073385
99,0,0.85304402231232,0.14695597768768
100,0,0.982546705406085,0.0174532945939154
101,0,0.997043481615359,0.00295651838464088
102,0,0.999856974373605,0.000143025626395045
103,1,0.0367238639734331,0.963276136026567
104,0,0.999999999965979,3.40211899100646e-11
105,0,0.673192729643699,0.326807270356301
106,0,0.999999991740086,8.25991350228597e-09
107,0,0.999999999976189,2.38105834956031e-11
108,0,0.941075177737863,0.0589248222621371
109,0,1,2.22044604925033e-16
110,0,0.999999999998953,1.04657334012453e-12
111,0,1,2.22044604925033e-16
112,0,0.999999704254024,2.9574597602528e-07
113,1,0.0634187009448008,0.936581299055199
114,0,0.999999999871342,1.28658043584176e-10
115,0,0.999999999947505,5.24951869099856e-11
116,0,0.692361051837855,0.307638948162145
117,0,0.999932079766001,6.79202339991745e-05
118,0,1,2.22044604925033e-16
119,1,0.131955611747761,0.868044388252239
120,0,0.999999999999987,1.33829947115824e-14
121,0,0.999999999999999,9.7868331974329e-16
122,0,1,2.22044604925033e-16
123,0,0.999999999999994,6.37712914245542e-15
124,0,0.999999999999157,8.43246798384246e-13
125,1,0.124333299542976,0.875666700457024
126,0,0.999999999618715,3.81284928048345e-10
127,0,0.999999999999145,8.5544354554703e-13
128,1,0.00448686296812473,0.995513137031875
129,0,0.874859638582146,0.125140361417854
130,0,1,2.22044604925033e-16
131,0,0.999999999999475,5.24700652291496e-13
132,0,0.999999999879866,1.20133992547659e-10
133,1,0.0238681080993491,0.976131891900651
134,0,0.859000524552437,0.140999475447563
135,0,0.940143515640628,0.0598564843593721
136,0,1,2.22044604925033e-16
